"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","KYDIEUTRA","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","n_app_drug","n_app_insect_fungi","n_insecticide","n_fungicide","n_app_fert","sum_fert","water_source","pipe","n_drydown","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","Province_name","Region","HOSO","DANTOCCHUHO","THUNHAP","TONGCHITIEU","M8_C1","dummy_1m","dummy_1r","dummy_1m1r","dummy_2r_fert","dummy_2r_n_app","dummy_1m2r","dummy_3r_n_app","dummy_3r_insect_1app","dummy_3r_fungi_2app","dummy_3r_stage","dummy_1m3r","dummy_4r","dummy_1m4r","dummy_5r","dummy_1m5r"
"13081",38,398,15775,10,15775010004,4,2,1,0,0,0,3,2,2,2,2,2,2,2,140,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA","4",1,15984,NA,2,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13082",38,398,15775,10,15775010005,4,2,1,0,0,0,3,2,2,2,1,1,1,2,140,1,NA,1,5,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA","5",1,33839,NA,3,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13083",38,398,15775,10,15775010006,4,2,1,0,0,0,3,2,2,3,2,2,0,3,129.4,1,NA,3,4,"Sao Trung Bo (500m2)",40,1,"thái xuyên 111","Tinh Thanh Hoa","3_NCCCA","6",1,307989,0,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"13084",38,398,15775,10,15775010007,4,3,1,0,0,0,3,2,2,3,2,2,0,3,155.2,1,NA,3,1,"Sao Trung Bo (500m2)",40,1,"Thái Xuyên","Tinh Thanh Hoa","3_NCCCA","7",1,208008,0,2,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"13085",38,398,15775,10,15775010008,4,2,1,0,0,0,3,1,2,2,1,1,0,3,155.2,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA","8",1,184367,0,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"13086",38,398,15775,10,15775010009,4,3,1,0,0,0,3,2,2,3,1,1,0,1,87.4,1,NA,3,4,"Sao Trung Bo (500m2)",40,1,"nhì ưu 986","Tinh Thanh Hoa","3_NCCCA","9",1,89089,NA,2,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13087",38,398,15775,10,15775010010,4,2,1,0,0,0,3,2,2,2,1,1,0,3,118,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"TBR 25","Tinh Thanh Hoa","3_NCCCA","10",1,130019,0,2,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"13088",38,398,15775,10,15775010011,4,3,1,0,0,0,3,2,2,3,2,2,0,1,88.32,1,NA,3,1,"Sao Trung Bo (500m2)",40,1,"Nhì ưu 986","Tinh Thanh Hoa","3_NCCCA","11",1,115343,0,3,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13089",38,398,15775,10,15775010012,4,2,1,0,0,0,3,2,2,2,2,2,2,2,140,1,NA,1,5,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA","12",1,208704,NA,3,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13090",38,398,15775,10,15775010013,4,2,1,0,0,0,3,2,2,3,2,2,0,3,113.6,1,NA,3,4,"Sao Trung Bo (500m2)",40,1,"TBR225","Tinh Thanh Hoa","3_NCCCA","13",1,291981,157583.5,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"13091",38,398,15775,10,15775010014,4,2,1,0,0,0,3,2,2,4,3,3,0,3,113.6,1,NA,3,4,"Sao Trung Bo (500m2)",40,1,"VT 404","Tinh Thanh Hoa","3_NCCCA","14",1,205560,116356.5,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"13092",38,398,15775,10,15775010016,4,2,1,0,0,0,3,2,2,2,1,1,0,3,146,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"bắc thơm","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"13093",38,380,15925,9,15925009001,4,2,1,0,0,0,2,2,2,4,2,2,0,2,48,1,NA,0,5,"Sao Trung Bo (500m2)",10,1,"lài sữa","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,1,0
"13094",38,380,15925,9,15925009002,4,2,1,0,0,0,2,2,2,0,0,0,0,2,146,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,NA,NA,0,0,1,0
"13095",38,380,15925,9,15925009004,4,2,1,0,0,0,2,2,2,0,0,0,0,2,86,1,NA,0,4,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,NA,NA,0,0,1,0
"13096",38,380,15925,9,15925009005,4,2,1,0,0,0,2,2,2,1,1,1,0,1,40,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,1,0
"13097",38,380,15925,9,15925009006,4,2,1,0,0,0,2,2,2,1,1,1,0,2,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,0,NA,0,0,1,0
"13098",38,380,15925,9,15925009008,4,2,0,1,0,0,3,2,3,1,1,1,0,2,80,1,NA,0,4,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,NA,0,0,0,0
"13099",38,380,15925,9,15925009009,4,2,1,0,0,0,3,2,3,2,2,2,0,2,3.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13100",38,380,15925,9,15925009010,4,1,1,0,0,0,3,2,3,2,2,2,0,2,3.52,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13101",38,380,15925,9,15925009012,4,2,1,0,0,0,3,2,3,1,1,2,0,3,88,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"13102",38,400,16075,2,16075002003,4,2,1,0,0,0,3,2,2,2,2,2,0,3,213.6,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thiên ưu","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"13103",38,400,16075,2,16075002005,4,2,1,0,0,0,2,2,3,2,2,2,0,3,117.2,1,NA,0,5,"Sao Trung Bo (500m2)",24,1,"Nhị ưu 67","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"13104",38,400,16075,2,16075002008,4,3,1,0,0,0,2,2,2,4,4,2,3,3,25,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"Nhị yêu 833","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,NA,0,0,1,0
"13105",38,400,16075,2,16075002015,4,3,1,0,0,0,2,2,2,4,4,2,2,3,100,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"Nhị yêu 833","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,NA,0,0,1,0
"13106",38,402,16195,3,16195003008,4,2,1,0,0,0,2,1,2,1,0,0,0,1,40,5,NA,0,5,"Sao Trung Bo (500m2)",24,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA","8",1,221943,0,3,1,1,1,1,0,0,1,1,1,NA,NA,0,0,1,0
"13107",38,402,16195,3,16195003009,4,2,0,0,1,0,3,3,2,1,1,1,0,1,0,4,2,0,5,"Sao Trung Bo (500m2)",40,1,"PC","Tinh Thanh Hoa","3_NCCCA","9",3,193081,0,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13108",38,402,16195,3,16195003011,4,2,0,0,1,0,3,3,2,1,1,1,1,1,100,4,2,0,5,"Sao Trung Bo (500m2)",40,1,"PC","Tinh Thanh Hoa","3_NCCCA","11",1,278352,0,1,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13109",38,402,16195,3,16195003012,4,2,0,0,1,0,2,2,2,1,1,1,0,1,100,5,NA,0,1,"Sao Trung Bo (500m2)",40,1,"tạp giao","Tinh Thanh Hoa","3_NCCCA","12",3,88848,NA,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13110",38,402,16195,3,16195003013,4,3,0,0,1,0,3,2,2,1,0,0,0,1,0,5,NA,1,4,"Sao Trung Bo (500m2)",80,2,"bắc Thịnh","Tinh Thanh Hoa","3_NCCCA","13",1,360916,113434,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"13111",38,402,16195,3,16195003014,4,2,0,0,1,0,3,1,2,0,0,0,0,1,16,5,NA,0,4,"Sao Trung Bo (500m2)",140,1,"bc","Tinh Thanh Hoa","3_NCCCA","14",1,88320,88758.5,3,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"13112",38,404,16279,1,16279001001,4,2,1,0,0,0,3,2,3,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Tạp giao","Tinh Thanh Hoa","3_NCCCA","1",1,162001,89053.5,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13113",38,404,16279,1,16279001004,4,2,1,0,0,0,3,1,2,2,0,0,0,2,43.2,1,NA,0,1,"Sao Trung Bo (500m2)",20,1,"tạp giao","Tinh Thanh Hoa","3_NCCCA","4",1,122760,85222,3,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0
"13114",38,404,16279,1,16279001005,4,2,1,0,0,0,2,2,2,2,2,2,0,2,164.4,2,NA,1,4,"Sao Trung Bo (500m2)",20,1,"c15","Tinh Thanh Hoa","3_NCCCA","5",1,23222,0,3,1,1,1,0,0,0,1,0,1,0,NA,0,0,1,0
"13115",38,404,16279,1,16279001007,4,2,1,0,0,0,3,2,2,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"Thiên ưu 8","Tinh Thanh Hoa","3_NCCCA","7",1,294445,NA,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13116",38,404,16279,1,16279001008,4,2,1,0,0,0,3,1,2,2,1,1,0,2,44.8,1,NA,0,1,"Sao Trung Bo (500m2)",20,1,"tạp giao","Tinh Thanh Hoa","3_NCCCA","8",1,33708,0,4,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13117",38,404,16279,1,16279001009,4,2,1,0,0,0,3,2,3,2,1,1,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA","9",6,247083,0,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"13118",38,404,16279,1,16279001010,4,2,1,0,0,0,2,2,2,2,2,2,0,2,173.6,2,NA,1,1,"Sao Trung Bo (500m2)",20,1,"pc15","Tinh Thanh Hoa","3_NCCCA","10",1,205206,0,3,1,1,1,0,0,0,1,0,1,0,NA,0,0,1,0
"13119",38,404,16279,1,16279001011,4,2,1,0,0,0,3,2,2,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"Bắc Thịnh","Tinh Thanh Hoa","3_NCCCA","11",1,21888,0,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13120",38,404,16279,1,16279001012,4,2,1,0,0,0,3,2,3,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"Thiên ưu 8","Tinh Thanh Hoa","3_NCCCA","12",1,207121,0,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13121",38,404,16279,1,16279001013,4,2,1,0,0,0,3,2,2,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA","13",1,79775,NA,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13122",38,404,16279,1,16279001014,4,2,1,0,0,0,3,2,3,1,0,0,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA","14",1,29183,21665.5,3,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0
"13123",38,404,16279,1,16279001015,4,2,1,0,0,0,3,2,3,2,1,1,0,3,155.2,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA","15",1,220018,0,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"13124",38,406,16438,3,16438003001,4,2,1,0,0,0,3,2,3,2,2,3,0,3,60,1,NA,2,1,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"13125",38,406,16438,3,16438003002,4,2,1,0,0,0,3,2,3,3,2,2,0,3,32,4,2,2,1,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"13126",38,406,16438,3,16438003005,4,2,1,0,0,0,3,2,2,1,1,1,0,1,64,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"Thái xuyên","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13127",38,406,16438,3,16438003007,4,2,1,0,0,0,3,2,2,2,2,2,0,2,43.2,4,2,0,5,"Sao Trung Bo (500m2)",140,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"13128",38,406,16438,3,16438003011,4,2,1,0,0,0,3,2,3,2,2,2,0,2,39.2,4,2,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13129",38,406,16438,3,16438003014,4,2,1,0,0,0,3,2,3,2,2,2,0,2,39.2,4,2,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13130",38,406,16498,10,16498010003,4,2,1,0,0,0,3,2,2,2,2,2,0,1,40,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"bắc Thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13131",38,406,16498,10,16498010007,4,1,1,0,0,0,3,4,8,2,2,2,0,2,32,1,NA,0,6,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13132",38,406,16498,10,16498010008,4,1,1,0,0,0,3,4,8,2,2,2,0,2,40.8,1,NA,0,6,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13133",38,406,16498,10,16498010009,4,1,1,0,0,0,3,4,8,2,2,2,0,2,40.8,1,NA,0,6,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13134",38,406,16498,10,16498010015,4,3,1,0,0,0,3,2,2,2,2,2,0,2,52,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13135",38,406,16540,14,16540014002,4,2,1,0,0,0,3,2,3,2,2,2,0,2,44.8,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","2",1,222720,0,3,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13136",38,406,16540,14,16540014003,4,2,1,0,0,0,3,2,3,2,2,2,0,2,44.8,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","3",1,296580,101506,4,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13137",38,406,16540,14,16540014007,4,2,1,0,0,0,3,2,2,3,2,3,0,2,68,1,NA,2,1,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","7",1,116639,0,3,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13138",38,406,16540,14,16540014009,4,2,1,0,0,0,3,2,3,2,1,2,0,2,36,1,NA,3,1,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","9",1,328611,0,2,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13139",38,406,16540,14,16540014010,4,2,1,0,0,0,3,2,3,2,2,2,0,2,44.8,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","10",1,335806,0,2,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13140",38,406,16540,14,16540014012,4,2,1,0,0,0,3,2,2,2,2,2,0,2,44.8,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"bắc thịnh","Tinh Thanh Hoa","3_NCCCA","12",1,109033,0,3,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13141",38,406,16540,14,16540014015,4,2,1,0,0,0,3,2,2,4,2,2,4,2,200,1,NA,2,4,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Thanh Hoa","3_NCCCA","15",1,109394,0,3,1,1,1,0,0,0,1,0,0,0,NA,0,0,0,0
"13142",40,419,16941,14,16941014001,4,3,1,0,0,0,3,2,2,2,2,2,0,2,193.6,2,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13143",40,419,16941,14,16941014002,4,3,1,0,0,0,3,2,2,2,1,2,0,2,213.6,2,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13144",40,419,16941,14,16941014006,4,2,1,0,0,0,3,2,2,2,1,1,0,2,113.6,1,NA,2,4,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13145",40,419,16941,14,16941014008,4,2,1,0,0,0,3,1,2,2,1,1,0,2,184,1,NA,2,4,"Sao Trung Bo (500m2)",30,1,"Thái Bình","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,1,NA,0,0,0,0
"13146",40,419,16941,14,16941014017,4,2,1,0,0,0,3,1,2,2,2,2,0,2,202.4,2,NA,1,4,"Sao Trung Bo (500m2)",30,1,"Thái Xuyên","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13147",40,419,16981,8,16981008001,4,2,1,0,0,0,3,1,2,2,1,1,0,2,46,1,NA,2,1,"Sao Trung Bo (500m2)",30,1,"Thái Xuyên","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13148",40,419,16981,8,16981008002,4,2,1,0,0,0,3,1,2,2,1,1,1,2,210,1,NA,2,1,"Sao Trung Bo (500m2)",60,1,"Thái xuyên","Tinh Nghe An","3_NCCCA","2",3,111745,70064,3,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13149",40,419,16981,8,16981008003,4,3,1,0,0,0,3,2,2,3,1,3,0,2,193.6,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Nghe An","3_NCCCA","3",3,176426,NA,3,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13150",40,419,16981,8,16981008004,4,3,1,0,0,0,3,2,2,2,2,2,0,2,213.6,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thái xuyên","Tinh Nghe An","3_NCCCA","4",3,152401,NA,2,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13151",40,419,16981,8,16981008005,4,3,1,0,0,0,3,2,2,3,1,3,0,2,193.6,1,NA,1,1,"Sao Trung Bo (500m2)",50,1,"thái xuyên","Tinh Nghe An","3_NCCCA","5",3,171898,0,2,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13152",40,419,16981,8,16981008006,4,2,1,0,0,0,2,1,2,2,1,1,0,2,113.6,1,NA,3,5,"Sao Trung Bo (500m2)",20,1,"BC15","Tinh Nghe An","3_NCCCA","6",3,136801,NA,2,1,1,1,0,0,0,1,1,1,0,NA,0,0,1,0
"13153",40,419,16981,8,16981008007,4,2,1,0,0,0,3,2,2,2,1,1,0,2,113.6,1,NA,2,5,"Sao Trung Bo (500m2)",40,1,"Bc15","Tinh Nghe An","3_NCCCA","7",3,53400,31823,3,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13154",40,419,16981,8,16981008008,4,2,1,0,0,0,3,2,2,2,1,1,0,2,113.6,1,NA,2,5,"Sao Trung Bo (500m2)",40,1,"BC15","Tinh Nghe An","3_NCCCA","8",3,118297,0,2,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13155",40,419,16981,8,16981008009,4,3,1,0,0,0,3,1,2,1,1,1,0,2,200,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"lai thơm","Tinh Nghe An","3_NCCCA","9",3,168001,NA,3,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13156",40,419,16981,8,16981008010,4,3,1,0,0,0,3,1,2,2,1,1,0,2,200,1,NA,0,5,"Sao Trung Bo (500m2)",60,99,"lai thơm","Tinh Nghe An","3_NCCCA","10",1,465583,NA,3,0,1,0,0,0,0,1,1,1,0,NA,0,0,0,0
"13157",40,419,16981,8,16981008011,4,3,1,0,0,0,3,1,2,2,1,1,0,2,200,1,NA,0,1,"Sao Trung Bo (500m2)",40,1,"lai thơm","Tinh Nghe An","3_NCCCA","11",3,148031,NA,3,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13158",40,419,16981,8,16981008012,4,2,1,0,0,0,3,2,2,2,1,1,0,2,18.4,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Nghe An","3_NCCCA","12",3,16655,NA,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13159",40,419,16981,8,16981008013,4,2,1,0,0,0,3,2,2,2,1,1,0,2,13.8,1,NA,0,5,"Sao Trung Bo (500m2)",20,1,"thái xuyên","Tinh Nghe An","3_NCCCA","13",3,51770,NA,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13160",40,419,16981,8,16981008015,4,2,1,0,0,0,3,1,2,1,1,2,0,2,36.8,1,NA,2,1,"Sao Trung Bo (500m2)",30,1,"Thái Xuyên","Tinh Nghe An","3_NCCCA","15",1,133385,68810,3,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13161",40,420,17038,14,17038014001,4,2,0,0,1,0,3,2,2,1,1,2,0,1,8,4,2,0,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu  8","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13162",40,420,17038,14,17038014002,4,2,0,0,1,0,3,2,2,1,1,1,0,1,100,3,2,0,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13163",40,420,17038,14,17038014003,4,3,0,0,1,0,2,1,2,1,1,1,0,1,40,1,NA,0,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"thiên ưu","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13164",40,420,17038,14,17038014004,4,3,0,0,1,0,2,1,2,1,1,1,0,1,40,1,NA,0,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13165",40,420,17038,14,17038014005,4,2,0,0,1,0,2,1,2,3,1,2,0,2,132,1,NA,0,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"13166",40,420,17038,14,17038014006,4,3,0,0,1,0,2,1,2,2,2,2,1,2,95.2,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu8","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"13167",40,420,17038,14,17038014007,4,3,0,0,1,0,2,1,2,2,1,1,0,2,95.2,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu 8","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"13168",40,420,17038,14,17038014008,4,2,0,0,1,0,3,1,2,2,2,1,0,1,200,3,2,0,4,"Sao Trung Bo (500m2)",40,1,"thiên ưu","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"13169",40,420,17038,14,17038014009,4,2,0,0,1,0,2,1,2,2,1,1,0,3,75.2,1,NA,1,1,"Sao Trung Bo (500m2)",40,1,"nghệ an 2","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"13170",40,420,17038,14,17038014010,4,2,0,0,1,0,2,1,2,3,3,1,2,3,104.4,1,NA,0,1,"Sao Trung Bo (500m2)",40,1,"thiên ưu 8","Tinh Nghe An","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
