...1,Province_ID,SubmissionDate,start,end,today,deviceid,Enumerator_ID,District_name,Commune_name,Hatchery_ID,I_Q3,I_Q4,I_Q4o,Start.PlotRoster,numplots,plot_roster_count,plotnum_1,R_Q1_1,R_Q2_1,R_Q2o_1,R_Q3_1,R_Q3_0_1,R_Q301_1,R_Q3a_1,District_name_source_1,Commune_name_source_1,R_Q4_1,R_Q4a_1,R_Q5_1,R_Q6_1,R_Q7_1,R_Q8_1,R_Q8a_1,R_Q8b_1,R_Q8c_1,R_Q9_1,R_Q10_1,plotnum_2,R_Q1_2,R_Q2_2,R_Q2o_2,R_Q3_2,R_Q3_0_2,R_Q301_2,R_Q3a_2,District_name_source_2,Commune_name_source_2,R_Q4_2,R_Q4a_2,R_Q5_2,R_Q6_2,R_Q7_2,R_Q8_2,R_Q8a_2,R_Q8b_2,R_Q8c_2,R_Q9_2,R_Q10_2,plotnum_3,R_Q1_3,R_Q2_3,R_Q2o_3,R_Q3_3,R_Q3_0_3,R_Q301_3,R_Q3a_3,District_name_source_3,Commune_name_source_3,R_Q4_3,R_Q4a_3,R_Q5_3,R_Q6_3,R_Q7_3,R_Q8_3,R_Q8a_3,R_Q8b_3,R_Q8c_3,R_Q9_3,R_Q10_3,R_Q11,R_Q12,R_Q11b,R_Q11c,R_Q11c_option_1,R_Q11c_option_2,R_Q11c_option_3,R_Q11c_option_4,R_Q11c_option_5,R_Q11c_option_6,R_Q11c_option_7,R_Q11c1,End.PlotRoster,Sampling_roster_count,Samplenum_1,Strain_name_1,S_Q0b_1,S_Q1.Altitude_1,S_Q1.Accuracy_1,S_Q2_1,Ponds_1,Sample_count_1,S_Q10_1_1,S_Q10b_1_1,S_Q10_1_2,S_Q10b_1_2,S_Q10_1_3,S_Q10b_1_3,Samplenum_2,Strain_name_2,S_Q0b_2,S_Q1.Latitude_2,S_Q1.Longitude_2,S_Q1.Altitude_2,S_Q1.Accuracy_2,S_Q2_2,Ponds_2,Sample_count_2,S_Q10_2_1,S_Q10b_2_1,S_Q10_2_2,S_Q10b_2_2,S_Q10_2_3,S_Q10b_2_3,Samplenum_3,Strain_name_3,S_Q0b_3,S_Q1.Latitude_3,S_Q1.Longitude_3,S_Q1.Altitude_3,S_Q1.Accuracy_3,S_Q2_3,Ponds_3,Sample_count_3,S_Q10_3_1,S_Q10b_3_1,S_Q10_3_2,S_Q10b_3_2,S_Q10_3_3,S_Q10b_3_3,nb_samples,End.Sampling_roster,Dur.Roster,Dur.Sampling,signature,End_Comments,X__version__,instanceID,formdef_version,KEY,X,S1_ID,S1_assign,S2_ID,S2_assign,S3_ID,S3_assign,S4_ID,S4_assign,S5_ID,S5_assign,S6_ID,S6_assign,S7_ID,S7_assign,S8_ID,S8_assign,S9_ID,S9_assign,total_samples,Str1_similar,Str2_similar,Str3_similar,Str1_dominant,Str2_dominant,Str3_dominant,Strain_present_1_sample,Strain_present_1_pond,Province_name,Region,CSMAP,R_Q8_rec,GIFT_for_sale,Origin_fin,S_Q1.Latitude_anonymized,S_Q1.Longitude_anonymized
62,66,07/05/2023 06:00,07/04/2023 10:19,07/04/2023 17:18,04-Jul-23,ca61ed86ba172374,2,643,24169,40702,Chủ trại,option_1,,08:21:07,1,1,1,Rô phi Lai,option_6,Tự sản xuất,Viện ts 1 mua giống cá bố mẹ,option_1,2228273069,27,261,9394,option_2,,,,option_1,10000,option_4,option_1,90,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_1,"Bảo lộc, Gift, Đường NGHIỆP",option_2,,,,,,,,,,16:05:02,1,1,Rô phi Lai,1,395,5,8,1 cơ sở,3,Q3-1442,,Q2-745,,Q2-566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:10:08,463,5,https://vhlss23test.surveycto.com/view/submission-attachment/1688441778431.jpg?uuid=uuid%3Ae0d3f300-e50e-46ea-92cc-dd698237ac75,"Trại Thành Đạt là trại trước đây thuộc công ty cổ phần thủy sản Đăk Lăk nay đã giao cho tư nhân tự quản lý và kinh doanh. Trong trại bán 1 dòng chủ đạo luôn có là dòng cá rô phi lai từ 3 dòng Bảo Lộc, Gift, Đường Nghiệp sau đó trại tự xử lý đơn tính theo hướng dẫn chung của Viện TS1, nhập cá giống bố mẹ từ Viện. Ngoài ra, tùy theo yêu cầu của khách và số lượng khách đặt hàng trại nhập thêm của thương lái từ các tỉnh miền bắc cá bột về nuôi và xử lý đơn tính tại trại các dòng Bảo Lộc, Đường Nghiệp và Gift. Tại thời điểm ĐTV lấy mẫu trong trại chỉ còn một ít cá lai của 3 dòng trên nuôi tại 1 vuông. Hiện trại có thể cho sinh sản nhiều loài cá khác ngoài rô phi như mè hoa, trắm, ... Do yêu cầu bảo mật nên ko thể cung cấp sdt của bạn hàng.",vPLgT4JJBcbPzUGUssuxcS,uuid:e0d3f300-e50e-46ea-92cc-dd698237ac75,2306161529,uuid:e0d3f300-e50e-46ea-92cc-dd698237ac75,34,Q3-1442,RIA1,,,Q2-566,RIA1,,,,,,,,,,,,,2,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dak Lak,4_Central Highlands,1,9.00E+06,TRUE,FALSE,12.60245549,108.046479
63,66,6/26/2023 14:48,6/25/2023 10:13,6/26/2023 14:48,25-Jun-23,ca61ed86ba172374,2,643,24154,260601,Con của chủ trại,option_4,,08:19:58,2,2,1,Rô phi Đơn tính,option_4,,VŨ TRỌNG NAM,option_2,,66,646,24220,option_1,option_2,option_2,,option_2,1000,option_4,option_1,5,1200,7,2,Rô phi lai,option_3,,Công ty thủy sản Đăk Lăk,option_2,,66,643,24154,option_2,,,,option_1,12000,option_4,option_1,5,350,3.5,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,11:45:30,2,1,Rô phi Đơn tính,1,379,5,6,1 cơ sở,3,Q3-1053,,Q2-893,,Q4-1586,,2,Rô phi lai,1,12.6420563,108.0139143,396.9,5,3,1 cơ sở,3,Q3-1293,,Q3-1011,,Q3-1359,,,,,,,,,,,,,,,,,,6,14:50:59,205,185,https://vhlss23test.surveycto.com/view/submission-attachment/1687664547705.jpg?uuid=uuid%3A675782c5-5999-45a2-9035-85a42bf4f991,"Trại có bán nhiều loại cá khác nhau, có 2 dòng cá rô phi, chủ trại đi vắng pv con của chủ trại, một số câu hỏi con chủ trại ko biết sẽ hỏi và bổ sung sau. Sdt mẹ 0398602618, 0943088360(bố). Giống đơn tính còn gọi là giống V1 có nguồn gốc tình Bắc Linh lấy qua một trại trung gian ở easup hoặc cầu chui tại Đăk Lăk. Giống Lai lấy cá bột hoặc cá hương từ trại ươm giống ở EaKao Đăk Lăk thuộc công ty cổ phần thủy sản Đăk Lăk",vPLgT4JJBcbPzUGUssuxcS,uuid:675782c5-5999-45a2-9035-85a42bf4f991,2306161529,uuid:675782c5-5999-45a2-9035-85a42bf4f991,17,Q3-1053,RIA1,Q2-893,RIA1,Q4-1586,RIA1,,,Q3-1011,RIA1,Q3-1359,RIA1,,,,,,,5,TRUE,TRUE,FALSE,RIA1,None,,GIFT-derived,GIFT-derived,Tinh Dak Lak,4_Central Highlands,1,9.00E+05,TRUE,TRUE,12.63675035,108.0122724
64,66,07/05/2023 06:00,07/04/2023 09:27,07/04/2023 16:49,04-Jul-23,ca61ed86ba172374,2,643,24169,40701,Chủ trại,option_4,,08:29:26,3,3,1,Rô phi thường,option_1,,VIỆN NGHIÊN CỨU NUÔI TRỒNG THỦY SẢN 1,option_2,,27,261,9394,option_2,,,,option_1,2000,option_4,option_1,50,400,3.5,2,BẢO LỘC,option_5,,Không nhớ tên,option_2,,,,,option_2,,,,option_2,2000,option_4,option_1,60,300,3,3,GIFT,option_6,Tự sản xuất,Tự sản xuất,option_1,905197325,66,643,24169,option_1,option_5,option_1,option_3,option_1,5000,option_4,option_1,60,600,3.5,option_1,Cá rô phi đơn tính Gift,option_2,,,,,,,,,,09:54:32,3,1,Rô phi thường,0,434,5,,3 cơ sở ngẫu nhiên (1:1:1,3,,,,,,,2,BẢO LỘC,0,12.6163316,108.0413284,342,9.1,,3 cơ sở ngẫu nhiên (1:1:1,3,,,,,,,3,GIFT,1,12.61637,108.0413232,401,6.3,6,1 cơ sở,3,Q3-1058,,Q3-1141,,Q3-1271,,9,16:39:16,85,404,https://vhlss23test.surveycto.com/view/submission-attachment/1688440085317.jpg?uuid=uuid%3A7eab4f3c-4ab5-4030-90af-c8cfe19dd1be,"Trại cá giống số 1 thuộc công ty cổ phần thủy sản Đăk Lăk nay đã chia ra cho tư nhân quản lý. Tùy theo nhu cầu người mua của từng thời điểm trại cung cấp 5 loại rô phi gồm rô phi thường, rô phi Gift, rô phi Bảo Lộc, rô phi Thái và rô phi Đường Nghiệp. Cá giống bố mẹ dòng Gift, dòng thường trại nhập từ viện TS 1, về nuôi và cho sinh sản theo hướng dẫn của công ty, tùy theo nhu cầu của khách mua trại sẽ xử lí đơn tính hoặc không. Hoocmon xử lý và công thức xử lý theo hướng dẫn của viện thủy sản 1. 03 dòng còn lại trại nhập cá bột từ thương lái có nguồn gốc từ Trung Quốc vận chuyển bằng đường hàng không do bí mật thương mại ko tiện cung cấp số điện thoại. Tại thời điểm điều tra viên lấy mẫu trại chỉ còn 1 dòng cá Gift nuôi tại 1 vuông, các dòng khác đã bán hết chưa nhập mới do chưa nhận được đơn đặt hàng mới.",vPLgT4JJBcbPzUGUssuxcS,uuid:7eab4f3c-4ab5-4030-90af-c8cfe19dd1be,2306161529,uuid:7eab4f3c-4ab5-4030-90af-c8cfe19dd1be,32,,,,,,,,,,,,,Q3-1058,RIA1,Q3-1141,RIA1,Q3-1271,RIA1,3,FALSE,FALSE,TRUE,,,RIA1,GIFT-derived,GIFT-derived,Tinh Dak Lak,4_Central Highlands,1,1800000,TRUE,FALSE,12.59919029,108.0035715
65,66,10/18/2023 11:43,10/17/2023 21:44,10/18/2023 11:43,17-Oct-23,ca61ed86ba172374,2,643,24151,171002,Chủ trại,option_4,,13:55:15,1,1,1,GIFT,option_4,,Trại cá giống EaKao,option_1,979685439,66,643,24169,option_2,,,,option_1,10000,option_4,option_1,70,650,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_99,,,,,,,,,,15:40:26,1,1,GIFT,1,441,5,7,1 cơ sở,3,Q5-1145,,Q5-1339,,Q5-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:52:19,105,71,https://vhlss23test.surveycto.com/view/submission-attachment/1697602162716.jpg?uuid=uuid%3A27e5ff2f-1990-4140-8148-610edaea8398,"Trại cá chủ yếu làm trung gian giữa vựa lớn và dân, bán cá theo nhu cầu của người mua, đặt loại nào lấy loại đó, trại bán nhiều loại cá rô như Gift chưa xử lú đơn tính, cá rô phi đơn tính, rô phi Đài Loan... tại thời điểm lấy mẫu  trại chỉ có 1 loại rô phi Gift chưa xử lý đơn tính. Trại nhập cá ở nhiều vựa tại Eakao tùy thời điểm khách đặt bán cho dân, cho thương lái khác và cho các trại cá nhỏ hơn.",vPLgT4JJBcbPzUGUssuxcS,uuid:27e5ff2f-1990-4140-8148-610edaea8398,2306161529,uuid:27e5ff2f-1990-4140-8148-610edaea8398,37,Q5-1145,RIA1,Q5-1339,RIA1,Q5-1450,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dak Lak,4_Central Highlands,1,9.00E+06,TRUE,TRUE,12.65776659,108.0909284
66,66,10/17/2023 21:25,10/17/2023 14:24,10/17/2023 21:24,17-Oct-23,ca61ed86ba172374,2,643,24148,171001,Chủ trại,option_4,,11:27:26,2,2,1,Super Thái,option_6,Trại cá ông Ba Khoa thuộc Tổng công ty nông nghiệp sài gòn,Trại Anh Ba Khoa,option_1,909631511,75,731,26062,option_1,option_1,option_2,,option_99,500,option_4,option_1,25,1000,6,2,Rô phi bảo lộc,option_4,,Thương lái Dũng Yến,option_2,,33,333,12415,option_2,,,,option_99,0,option_4,option_2,,600,7,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,13:35:22,2,1,Super Thái,1,453.2,5,6,1 cơ sở,3,Q5-1443,,Q5-1244,,Q5-1463,,2,Rô phi bảo lộc,1,12.6737898,108.0477246,453.2,4.9,10,1 cơ sở,3,Q5-1173,,Q5-1040,,Q5-1247,,,,,,,,,,,,,,,,,,6,14:30:23,127,55,https://vhlss23test.surveycto.com/view/submission-attachment/1697529232461.jpg?uuid=uuid%3A9db90b7d-bb45-482e-95c9-b23bfe88848b,"1 năm qua trại có bán 3 dòng cá rô phi đường nghiệp bán được khoảng 1 tấn 1 năm( đã bán hết hiện không còn con nào trong trại), rô phi đơn tính super thái dòng bán chủ yếu của trại hiện nay nhập từ Củ Chi Tp Hcm của trại anh Liêm thuộc công ty sản xuất nông nghiệp và dịch vụ TpHCM sau này công ty giải thể nhập từ trại anh Ba Khoa cũng ở tpHCM. Dòng cá rô phi Bảo Lộc trại vừa mới nhập về chưa bán, dòng này trại nhập thử nghiệm bán từ nguồn của thương lái đăng và bán hàng qua mạng ship tận trại. Theo lời của chủ trại đường nghiệp là giống cá rô phi nhập từ công ty của trung quốc có tên dường nghiệp nhưng dòng cá này có con cá bố mẹ nhập gốc từ philipin.",vPLgT4JJBcbPzUGUssuxcS,uuid:9db90b7d-bb45-482e-95c9-b23bfe88848b,2306161529,uuid:9db90b7d-bb45-482e-95c9-b23bfe88848b,40,Q5-1443,RIA1,Q5-1244,RIA1,Q5-1463,RIA1,Q5-1173,RIA1,Q5-1040,RIA1,Q5-1247,RIA1,,,,,,,6,TRUE,TRUE,FALSE,RIA1,RIA1,,GIFT-derived,GIFT-derived,Tinh Dak Lak,4_Central Highlands,1,450000,FALSE,FALSE,12.6754376,108.0425573
67,67,4/23/2023 19:00,4/23/2023 9:47,4/23/2023 19:00,23-Apr-23,ca61ed86ba172374,2,Cu jut,Nam Dong,230401,Chủ trại,option_4,,10:49:22,1,1,1,Đường Nghiệp,option_4,,Anh Khoa,,,75,Biên Hòa,Tân Vạn,option_1,option_2,option_2,,option_99,400,option_4,option_2,0,1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,11:57:59,1,1,Đường Nghiệp,1,315,4.9,2,1 cơ sở,3,,Q1 _437,,Q1-085,,Q1-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18:28:57,68,390,,"Mẫu cá nhỏ, lấy mẫu tương đối khó khăn",vPLgT4JJBcbPzUGUssuxcS,uuid:e3204b5f-8a2a-44b7-8cc9-308c55631027,2304211647,uuid:e3204b5f-8a2a-44b7-8cc9-308c55631027,12,Q1-437,RIA1,Q1-085,RIA1,,,,,,,,,,,,,,,2,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dak Nong,4_Central Highlands,,360000,FALSE,FALSE,12.62964989,107.9052845
68,67,4/22/2023 20:28,4/22/2023 14:23,4/22/2023 20:16,22-Apr-23,ca61ed86ba172374,2,Krông Nô,Đăk Đrô,220401,Con chủ trại,option_4,,14:27:57,1,1,1,Đường Nghiệp(cá rô phi chọn giống thế hệ mới),option_1,,Trung tâm chọn giống cá rô phi tam kì_ Quảng Nam,,,49,Tam Kỳ,Tam Ngọc,option_1,option_2,option_2,,option_99,1000,option_4,option_1,60,1000,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,18:39:46,1,1,Đường Nghiệp(cá rô phi chọn giống thế hệ mới),1,439.3,5,1,1 cơ sở,3,,Q1-055,,"(Cá nhỏ rộng 1cm, dài 4cm)Q1-368",,(Cá nhỏ)Q1-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18:45:37,251,5,,"Trại chỉ còn 1 loại cá nhỏ, rộng 1cm, dài 4cm, lấy mẫu rất khó khăn",vPLgT4JJBcbPzUGUssuxcS,uuid:8563c902-1698-48cd-b683-dd2b9d11758e,2304211647,uuid:8563c902-1698-48cd-b683-dd2b9d11758e,29,Q1-055,RIA1,Q1-368,RIA1,Q1-013,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dak Nong,4_Central Highlands,,9.00E+05,FALSE,FALSE,12.40747133,107.8713414
69,67,6/26/2023 14:48,6/24/2023 9:22,6/24/2023 10:56,24-Jun-23,ca61ed86ba172374,2,663,24685,240601,Phụ trách trạm,option_1,,09:24:12,1,1,1,Cá rô phi dòng GIFT,option_2,,Viện nuôi trồng thủy sản 2,option_1,988975970,82,819,28426,option_2,,,,option_1,1000,option_4,option_1,30,800,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_1,GIFT,option_2,,,,,,,,,,11:26:54,1,1,Cá rô phi dòng GIFT,1,726.8,5,8,1 cơ sở,3,,Q3_1296,Q2-667,,Q3-1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11:35:43,122,8,https://vhlss23test.surveycto.com/view/submission-attachment/1687574127266.jpg?uuid=uuid%3Add1da9d8-cbf6-4861-b5a2-a9bcab825725,"Trạm trực thuộc TT khuyến nông và giống nông lâm nghiệp, sdt viện thủy sản 2 là số anh Khoa người cung cấp cá bố mẹ cho trạm. Đa số trạm bán giống cho dân trong địa bàn tỉnh. Cá gống này có cá bố 5kg, cá mẹ 3kg.",vPLgT4JJBcbPzUGUssuxcS,uuid:dd1da9d8-cbf6-4861-b5a2-a9bcab825725,2306161529,uuid:dd1da9d8-cbf6-4861-b5a2-a9bcab825725,74,Q3-1296,RIA1,Q2-667,RIA1,Q3-1102,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dak Nong,4_Central Highlands,,9.00E+05,TRUE,FALSE,12.391004,107.6105236
70,70,10/02/2023 22:39,10/02/2023 14:33,10/02/2023 22:36,02-Oct-23,ca61ed86ba172374,2,695,25387,21002,Phó trưởng trại giống,option_1,,14:36:55,1,1,1,Rô phi vằn đơn tính,option_3,,Tt chọn giống cá rô phi,option_1,2356509887,49,502,20389,option_1,option_2,option_1,option_3,option_1,4500,option_4,option_1,60,530,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_1,Rô phi vằn,option_1,option_7,0,0,0,0,0,0,1,Hỗ trợ kinh phí nuôi cá bố mẹ,14:46:39,1,1,Rô phi vằn đơn tính,2,93,4.9,25,2 cơ sở (2:1),3,Q5-1459,,Q5-1464,,Q5-1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14:53:56,9,7,https://vhlss23test.surveycto.com/view/submission-attachment/1696233482735.jpg?uuid=uuid%3A26edcd3d-f1e0-4115-9f3f-30c180a71ba7,"Trung tâm hiện tại chỉ bán và sản xuất 1 dòng cá rô phi đơn tính. Dòng này được tạo từ dòng cá bố mẹ là cá rô phi vằn nhập từ Tam Ngọc, Tam Kỳ, Quảng Nam, trung tâm tự xử lí cá đơn tính để bán và nuôi thương phẩm tại TT. Thời gian lấy mẫu TT đã hết giống cá rô phi đơn tính chỉ còn cá thương phẩm. Do trời mưa cán bộ lấy mẫu trước điền phiếu sau do đó đã sơ xuất lấy dư 3 mẫu cá, đã tách riêng mẫu dư và ghi chú lại trong bì ninong. Tổng lấy 6 mẫu cá tại TT này.",vPLgT4JJBcbPzUGUssuxcS,uuid:26edcd3d-f1e0-4115-9f3f-30c180a71ba7,2306161529,uuid:26edcd3d-f1e0-4115-9f3f-30c180a71ba7,55,Q5-1459,RIA1,Q5-1464,RIA1,Q5-1442,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Binh Phuoc,5_South East,,4050000,TRUE,FALSE,11.60098103,106.9645315
71,70,10/02/2023 17:53,10/02/2023 09:29,10/02/2023 17:50,02-Oct-23,ca61ed86ba172374,2,689,25204,21001,Chủ vựa,option_4,,10:32:46,1,1,1,Cá rô phi gift thường,option_2,,Trại cá giống Tân Ba,option_1,963001776,74,723,25939,option_1,option_5,option_2,,option_99,360,option_4,option_2,0,1500,7,2,Gift,option_4,,Trại cá giống Tân Ba,option_1,938001776,74,723,25939,option_2,,,,option_1,200,option_4,option_2,,1000,8,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,11:49:56,1,1,Cá rô phi gift thường,1,73.8,5,7,1 cơ sở,3,Q5-1404,,Q5-1192,,Q5-1458,,2,Gift,0,11.5286798,106.8947282,74.1,4.9,,3 cơ sở ngẫu nhiên (1:1:1,3,,,,,,,,,,,,,,,,,,,,,,,6,12:10:33,77,20,https://vhlss23test.surveycto.com/view/submission-attachment/1696215035353.jpg?uuid=uuid%3Ae62c5193-4a20-4dc0-80d6-b779732cc30e,Hiện vựa chỉ còn 1 dòng cá là dòng Gift( cá thường ko xử lí đơn tính) dòng xử lý đơn tính đã bán hết chưa nhập mới nên hiện ko có cá,vPLgT4JJBcbPzUGUssuxcS,uuid:e62c5193-4a20-4dc0-80d6-b779732cc30e,2306161529,uuid:e62c5193-4a20-4dc0-80d6-b779732cc30e,56,Q5-1404,RIA1,Q5-1192,RIA1,Q5-1458,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Binh Phuoc,5_South East,,324000,TRUE,FALSE,11.50934269,106.913528
72,72,10/03/2023 22:10,10/03/2023 15:22,10/03/2023 22:09,03-Oct-23,ca61ed86ba172374,2,707,25579,31001,Chủ nông trại,option_4,,15:26:41,1,1,1,1,option_4,,Hợp tác xã 24/7,option_1,917156239,60,594,23237,option_99,,,,option_1,45000,option_4,option_2,0,18000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_99,,,,,,,,,,17:35:11,1,1,1,1,20,5,25,1 cơ sở,3,Q5-1066,,Q5-1205,,Q5-1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17:40:19,128,5,https://vhlss23test.surveycto.com/view/submission-attachment/1696322372443.jpg?uuid=uuid%3A732cc1db-47ab-4a91-90e9-a5b3eca94240,"Nông trại rộng 6ha, chủ yếu nuôi thương phẩm để xuất khẩu cá tra, cá ba sa, trước đây có nuôi cá rô phi đơn tính dòng đường nghiệp lấy giống từ hợp tác xã 24/7 Bình Thuận (nay hợp tác xã đã giải thể giao từng tư nhân phụ trách). Giống cá rô phi trong nông trại này được nuôi cho tới khi đạt kích cơ khoảng 23 đến 25cm nặng khoảng 500g thì bán. Hiện chỉ còn sót lại một ít trong nông trại tiếp tục nuôi thương phẩm trong 1 ao tù. Trại ko còn bán giống rô phi nữa.",vPLgT4JJBcbPzUGUssuxcS,uuid:732cc1db-47ab-4a91-90e9-a5b3eca94240,2306161529,uuid:732cc1db-47ab-4a91-90e9-a5b3eca94240,45,Q5-1066,RIA1,Q5-1205,RIA1,Q5-1345,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Tay Ninh,5_South East,,40500000,TRUE,FALSE,11.25564532,106.3233912
73,74,10/05/2023 17:44,10/04/2023 17:41,10/05/2023 17:43,04-Oct-23,ca61ed86ba172374,2,723,25939,2819,Chủ trại,option_3,,16:44:32,3,3,1,Cá rô phi thường,option_4,,Qua thương lái giao trực tiếp,option_1,909631511,74,723,25939,option_2,,,,option_1,1000,option_4,option_1,70,120,7,2,ĐƯỜNG NGHIỆP,option_4,,Vũ Xuân Tiến,option_1,945014618,75,731,26026,option_1,option_5,option_1,option_99,option_99,600,option_4,option_1,70,800,4,3,Rô phi đơn tính,option_6,Thương lái giao trực tiếp,Trại Khoa,option_1,909631511,74,723,25939,option_1,option_4,option_2,,option_1,400,option_4,option_1,80,1100,6,option_2,,option_2,,,,,,,,,,17:06:12,3,1,Cá rô phi thường,1,2.1,5,7,1 cơ sở,3,Q5-1135,,Q5-1270,,Q5-1196,,2,ĐƯỜNG NGHIỆP,1,10.9679298,106.7747701,2.1,4.8,4,1 cơ sở,3,Q5-1388,,Q5-1306,,Q5-1262,,3,Rô phi đơn tính,1,10.9677162,106.7749614,2,4.9,6,1 cơ sở,3,Q5-1400,,Q5-1131,,Q5-1406,,9,19:21:23,21,135,https://vhlss23test.surveycto.com/view/submission-attachment/1696417934839.jpg?uuid=uuid%3A934bea1c-4a56-47ca-b640-1d7213727d9f,"Trại Tân Ba thuộc HTX Tân Ba nay giao cho hộ phụ trách. Hiện trại nhập cá rô phi chưa qua xử lí về tự xử lí đơn tính, giống Đường Nghiệp đã được xử lí đơn tính tại trại khác trại mua về tiếp tục xử lí đơn tính tại trại bằng thuốc có nguồn gốc Trung Quốc( đã chụp hình vỏ thuốc gửi lên nhóm và Quyên). Đa số cá rô phi trại nhập từ thương lái giao trực tiếp tại trại. Thương lái người ngoài bắc nhưng sống ở Đồng Nai.",vPLgT4JJBcbPzUGUssuxcS,uuid:934bea1c-4a56-47ca-b640-1d7213727d9f,2306161529,uuid:934bea1c-4a56-47ca-b640-1d7213727d9f,53,Q5-1135,RIA1,Q5-1270,RIA1,Q5-1196,RIA1,Q5-1388,RIA1,Q5-1306,RIA1,Q5-1262,RIA1,,,Q5-1131,RIA1,Q5-1406,RIA1,8,TRUE,TRUE,TRUE,RIA1,RIA1,None,GIFT-derived,GIFT-derived,Tinh Binh Duong,5_South East,,9.00E+05,TRUE,TRUE,10.93792583,106.740634
74,74,10/05/2023 08:30,10/04/2023 15:14,10/05/2023 08:29,04-Oct-23,ca61ed86ba172374,2,723,25939,41001,Chủ trại,option_4,,14:18:35,1,1,1,Cá rô phi thường,option_4,,Trại Tài,option_1,900000009,79,776,27394,option_2,,,,option_99,500,option_4,option_2,0,300,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,14:35:11,1,1,Cá rô phi thường,1,6,4.6,16,1 cơ sở,3,Q5-1392,,Q5-1039,,Q5-1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14:41:25,16,6,https://vhlss23test.surveycto.com/view/submission-attachment/1696409016348.jpg?uuid=uuid%3A22b85cdb-545e-4d2d-9da1-b32760a3182e,"Trại cá  mua cá giống qua on line hoặc thương lái tới bỏ trực tiếp đặt theo nhu cầu trong dân, chủ trại không biết thương lái có trại hay ko tạm gọi là trại Tài số đt 0903358252. Trước đây có nhập giống cá rô phi đơn tính nhưng gân đây không nhập nữa. Trại bán nhiều giống cá khác nhưng cá rô phi bán rất ít do nhu cầu của dân địa phương không nhiều.",vPLgT4JJBcbPzUGUssuxcS,uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e,2306161529,uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e,70,Q5-1392,RIA1,Q5-1039,RIA1,Q5-1476,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Binh Duong,5_South East,,450000,FALSE,FALSE,10.96640209,106.752585
