"","Province_ID","SubmissionDate","start","end","today","deviceid","Enumerator_ID","District_name","Commune_name","Hatchery_ID","I_Q3","I_Q4","I_Q4o","Start.PlotRoster","numplots","plot_roster_count","plotnum_1","R_Q1_1","R_Q2_1","R_Q2o_1","R_Q3_1","R_Q3_0_1","R_Q301_1","R_Q3a_1","District_name_source_1","Commune_name_source_1","R_Q4_1","R_Q4a_1","R_Q5_1","R_Q6_1","R_Q7_1","R_Q8_1","R_Q8a_1","R_Q8b_1","R_Q8c_1","R_Q9_1","R_Q10_1","plotnum_2","R_Q1_2","R_Q2_2","R_Q2o_2","R_Q3_2","R_Q3_0_2","R_Q301_2","R_Q3a_2","District_name_source_2","Commune_name_source_2","R_Q4_2","R_Q4a_2","R_Q5_2","R_Q6_2","R_Q7_2","R_Q8_2","R_Q8a_2","R_Q8b_2","R_Q8c_2","R_Q9_2","R_Q10_2","plotnum_3","R_Q1_3","R_Q2_3","R_Q2o_3","R_Q3_3","R_Q3_0_3","R_Q301_3","R_Q3a_3","District_name_source_3","Commune_name_source_3","R_Q4_3","R_Q4a_3","R_Q5_3","R_Q6_3","R_Q7_3","R_Q8_3","R_Q8a_3","R_Q8b_3","R_Q8c_3","R_Q9_3","R_Q10_3","R_Q11","R_Q12","R_Q11b","R_Q11c","R_Q11c_option_1","R_Q11c_option_2","R_Q11c_option_3","R_Q11c_option_4","R_Q11c_option_5","R_Q11c_option_6","R_Q11c_option_7","R_Q11c1","End.PlotRoster","Sampling_roster_count","Samplenum_1","Strain_name_1","S_Q0b_1","S_Q1.Latitude_1","S_Q1.Longitude_1","S_Q1.Altitude_1","S_Q1.Accuracy_1","S_Q2_1","Ponds_1","Sample_count_1","S_Q10_1_1","S_Q10b_1_1","S_Q10_1_2","S_Q10b_1_2","S_Q10_1_3","S_Q10b_1_3","Samplenum_2","Strain_name_2","S_Q0b_2","S_Q1.Latitude_2","S_Q1.Longitude_2","S_Q1.Altitude_2","S_Q1.Accuracy_2","S_Q2_2","Ponds_2","Sample_count_2","S_Q10_2_1","S_Q10b_2_1","S_Q10_2_2","S_Q10b_2_2","S_Q10_2_3","S_Q10b_2_3","Samplenum_3","Strain_name_3","S_Q0b_3","S_Q1.Latitude_3","S_Q1.Longitude_3","S_Q1.Altitude_3","S_Q1.Accuracy_3","S_Q2_3","Ponds_3","Sample_count_3","S_Q10_3_1","S_Q10b_3_1","S_Q10_3_2","S_Q10b_3_2","S_Q10_3_3","S_Q10b_3_3","nb_samples","End.Sampling_roster","Dur.Roster","Dur.Sampling","signature","End_Comments","X__version__","instanceID","formdef_version","KEY","X","S1_ID","S1_assign","S2_ID","S2_assign","S3_ID","S3_assign","S4_ID","S4_assign","S5_ID","S5_assign","S6_ID","S6_assign","S7_ID","S7_assign","S8_ID","S8_assign","S9_ID","S9_assign","total_samples","Str1_similar","Str2_similar","Str3_similar","Str1_dominant","Str2_dominant","Str3_dominant","Strain_present_1_sample","Strain_present_1_pond","Province_name","Region","CSMAP","R_Q8_rec","GIFT_for_sale","Origin_fin"
"54",42,"4/24/2023 22:18","4/24/2023 15:07","4/24/2023 16:51","24-Apr-23","668fa2006a285b94",1,"Yen thanh","Vinh thanh",24042023,"Pho giam doc","option_4","","3:10:57 PM",1,1,1,"Bao loc","option_4","","Duc chi","",NA,"30","Duc chi","Ko ro","option_1","option_1","option_2","","option_2",5,"option_2","option_1",10,1500,8,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_2 option_4",0,1,0,1,0,0,0,"","3:16:14 PM",1,1,"Bao loc",1,18.9474263,105.5035315,-16.9,3.9,"34","1 cơ sở",3,"","Q1-112","","Q1-282","","Q1-419",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:50:22 PM",5,94,"https://vhlss23test.surveycto.com/view/submission-attachment/1682329850634.jpg?uuid=uuid%3Ad69a124a-1db8-4668-a321-a310eca15e31","","vPLgT4JJBcbPzUGUssuxcS","uuid:d69a124a-1db8-4668-a321-a310eca15e31",2304211647,"uuid:d69a124a-1db8-4668-a321-a310eca15e31",57,"Q1-112","RIA1","Q1-282","RIA1","Q1-419","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Ha Tinh","3_NCCCA",1,5000,FALSE,FALSE
"55",44,"10/3/2023 21:45","10/3/2023 10:20","10/3/2023 14:41","3-Oct-23","056cac11318aed22",3,"457","19270",31002,"Chủ trại","option_4","","9:21:58 AM",1,1,1,"Bảo Lộc","option_4","","Trại cá Hải Phòng","option_2",NA,"31","","","option_1","option_1","option_1","option_3","option_1",100,"option_3","option_1",70,500,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:26:48 AM",1,1,"Bảo Lộc",1,17.243608,106.8207605,-9.5,5,"3","1 cơ sở",3,"Q6-1751","Q6-1751","Q6-1542","Q6-1542","Q6-1741","Q6-1741",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:51:26 AM",4,84,"https://vhlss23test.surveycto.com/view/submission-attachment/1696305150709.jpg?uuid=uuid%3Adb02ba08-5a4b-47e1-8f6a-ee2b363c19e4","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:db02ba08-5a4b-47e1-8f6a-ee2b363c19e4",2306161529,"uuid:db02ba08-5a4b-47e1-8f6a-ee2b363c19e4",79,"Q6-1751","RIA1","Q6-1542","RIA1","Q6-1741","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Quang Binh","3_NCCCA",1,1e+06,TRUE,FALSE
"56",44,"10/3/2023 21:45","10/3/2023 9:02","10/3/2023 14:39","3-Oct-23","056cac11318aed22",3,"457","19288",31001,"Chủ trại","option_4","","8:20:56 AM",1,1,1,"Bảo lộc","option_4","","Công ty bảo lộc Miền Nam","option_2",NA,"51","535","21484","option_1","option_1","option_1","option_3","option_99",2,"option_1","option_2",0,1000,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","8:22:50 AM",1,1,"Bảo lộc",1,17.2042344,106.8612973,-1.6,4.3,"3","1 cơ sở",3,"Q5-1365","Q5-1365","Q6-1598","Q6-1598","Q6-1736","Q6-1736",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"9:24:23 AM",1,61,"https://vhlss23test.surveycto.com/view/submission-attachment/1696301694962.jpg?uuid=uuid%3Ac401ad2d-c322-4a3e-8c8c-d257958fde71","Rất tốt . 
Trại có giống cá bảo lộc, nhưng trong 12 tháng qua thị trường không bán được cá giống rô phi vì có nhiều tin đồn không hay.","vPLgT4JJBcbPzUGUssuxcS","uuid:c401ad2d-c322-4a3e-8c8c-d257958fde71",2306161529,"uuid:c401ad2d-c322-4a3e-8c8c-d257958fde71",52,"Q5-1365","03_BEST","Q6-1598","03_BEST","Q6-1736","03_BEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"03_BEST",NA,NA,"Other","Other","Tinh Quang Binh","3_NCCCA",1,2,FALSE,FALSE
"57",46,"10/9/2023 7:11","10/8/2023 9:19","10/8/2023 9:41","8-Oct-23","056cac11318aed22",3,"476","19837",81002,"Nhân viên","option_4","","9:22:05 AM",1,1,1,"Bảo lộc","option_4","","Trại cá ông liêm","option_1",914006693,"46","474","19750","option_1","option_1","option_2","","option_99",5,"option_4","option_1",100,1000,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:25:33 AM",1,1,"Bảo lộc",1,16.6224864,107.3908944,-3.4,4.2,"25","1 cơ sở",3,"Q6-1755","","Q6-1579","","Q6-1729","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"9:40:36 AM",3,15,"https://vhlss23test.surveycto.com/view/submission-attachment/1696732848975.jpg?uuid=uuid%3Aa15a194a-1363-4392-af25-1497ab89fb9a","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:a15a194a-1363-4392-af25-1497ab89fb9a",2306161529,"uuid:a15a194a-1363-4392-af25-1497ab89fb9a",22,NA,NA,"Q6-1579","RIA1","Q6-1729","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Thua Thien Hue","3_NCCCA",1,4500,FALSE,TRUE
"58",46,"10/9/2023 7:11","10/8/2023 8:20","10/8/2023 8:53","8-Oct-23","056cac11318aed22",3,"476","19837",81001,"Chủ trại","option_4","","8:22:57 AM",1,1,1,"Cá rô phi đơn tính","option_4","","Trại giống ông liêm","option_1",914006693,"46","474","19750","option_1","option_1","option_2","","option_99",1,"option_4","option_1",100,2000,10,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","8:28:10 AM",1,1,"Cá rô phi đơn tính",3,16.6237592,107.3877284,-3.4,5,"15","3 cơ sờ (1:1:1)",3,"Q6-1727","","Q6-1503","","Q6-1510","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"8:51:27 AM",5,23,"https://vhlss23test.surveycto.com/view/submission-attachment/1696729898496.jpg?uuid=uuid%3A3cdb999f-9e8f-427c-8d6a-f17d46647246","Trại cá có duy trì đàn giống nhưng trong 5 năm trở lại đây không bán được cá giống nên để nuôi.","vPLgT4JJBcbPzUGUssuxcS","uuid:3cdb999f-9e8f-427c-8d6a-f17d46647246",2306161529,"uuid:3cdb999f-9e8f-427c-8d6a-f17d46647246",85,NA,NA,"Q6-1503","RIA1","Q6-1510","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Thua Thien Hue","3_NCCCA",1,900,FALSE,TRUE
"59",48,"10/25/2023 15:04","10/13/2023 10:42","10/13/2023 10:48","13-Oct-23","056cac11318aed22",3,"490","20195",131001,"Chủ htx","option_3","","10:44:24 AM",1,1,1,"Đường nghiệp","option_1","","Viện thủy sản 1","option_2",NA,"1","20","","option_1","option_4","option_2","","option_99",1,"option_3","option_1",4,1000,2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_1",1,0,0,0,0,0,0,"","10:45:46 AM",1,1,"Đường nghiệp",1,16.0939627,108.135838,-3.6,5,"30","1 cơ sở",3,"Q6-1597","","Q6-1571","","Q6-1529","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:47:42 AM",1,1,"https://vhlss23test.surveycto.com/view/submission-attachment/1697168886828.jpg?uuid=uuid%3Afa5f8c33-cfc4-409c-813d-15ad4d260e95","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:fa5f8c33-cfc4-409c-813d-15ad4d260e95",2306161529,"uuid:fa5f8c33-cfc4-409c-813d-15ad4d260e95",41,"Q6-1597","RIA1","Q6-1571","RIA1","Q6-1529","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Thanh pho Da Nang","3_NCCCA",1,10000,FALSE,FALSE
"60",52,"10/11/2023 16:27","10/11/2023 14:37","10/11/2023 14:52","11-Oct-23","056cac11318aed22",3,"549","21943",111001,"Chủ trại","option_4","","2:40:46 PM",1,1,1,"Rô phi lưỡng tính đài loan","option_4","","Bá Vương","option_1",935700568,"52","549","21946","option_2","","","","option_2",300,"option_4","option_1",100,650,2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","2:46:03 PM",1,1,"Rô phi lưỡng tính đài loan",1,13.8664571,109.1302665,8.2,4.8,"10","1 cơ sở",3,"Q6-1724","","Q6-1530","","Q6-1707","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:50:35 PM",5,4,"https://vhlss23test.surveycto.com/view/submission-attachment/1697010690649.jpg?uuid=uuid%3A6742f0a7-689f-4841-8d8d-9f4396a0c077","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:6742f0a7-689f-4841-8d8d-9f4396a0c077",2306161529,"uuid:6742f0a7-689f-4841-8d8d-9f4396a0c077",39,NA,NA,"Q6-1530","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Binh Dinh","3_NCCCA",1,270000,FALSE,TRUE
"61",52,"10/10/2023 18:14","10/10/2023 10:49","10/10/2023 11:36","10-Oct-23","056cac11318aed22",3,"542","21613",101001,"Tổ trưởng","option_4","","10:52:30 AM",1,1,1,"Cá rô phi đơn tính","option_4","","Không nhớ","option_2",NA,"52","543","","option_1","option_4","option_2","","option_99",5,"option_4","option_2",0,1000,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","10:58:34 AM",1,1,"Cá rô phi đơn tính",1,14.6604116,108.8779057,81.2,4.8,"10","1 cơ sở",3,"Q6-1709","","Q6-1720","","Q6-1532","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"11:34:58 AM",6,36,"https://vhlss23test.surveycto.com/view/submission-attachment/1696912506968.jpg?uuid=uuid%3A314c5183-f249-493a-820a-e72f1218a226","Ok","vPLgT4JJBcbPzUGUssuxcS","uuid:314c5183-f249-493a-820a-e72f1218a226",2306161529,"uuid:314c5183-f249-493a-820a-e72f1218a226",60,NA,NA,"Q6-1720","RIA1","Q6-1532","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Binh Dinh","3_NCCCA",1,4500,FALSE,TRUE
"62",66,"7/5/2023 6:00","7/4/2023 10:19","7/4/2023 17:18","4-Jul-23","ca61ed86ba172374",2,"643","24169",40702,"Chủ trại","option_1","","8:21:07 AM",1,1,1,"Rô phi Lai","option_6","Tự sản xuất","Viện ts 1 mua giống cá bố mẹ","option_1",2228273069,"27","261","9394","option_2","","","","option_1",10000,"option_4","option_1",90,250,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","Bảo lộc, Gift, Đường NGHIỆP","option_2","",NA,NA,NA,NA,NA,NA,NA,"","4:05:02 PM",1,1,"Rô phi Lai",1,12.6172229,108.0410137,395,5,"8","1 cơ sở",3,"Q3-1442","","Q2-745","","Q2-566","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:10:08 PM",463,5,"https://vhlss23test.surveycto.com/view/submission-attachment/1688441778431.jpg?uuid=uuid%3Ae0d3f300-e50e-46ea-92cc-dd698237ac75","Trại Thành Đạt là trại trước đây thuộc công ty cổ phần thủy sản Đăk Lăk nay đã giao cho tư nhân tự quản lý và kinh doanh. Trong trại bán 1 dòng chủ đạo luôn có là dòng cá rô phi lai từ 3 dòng Bảo Lộc, Gift, Đường Nghiệp sau đó trại tự xử lý đơn tính theo hướng dẫn chung của Viện TS1, nhập cá giống bố mẹ từ Viện. Ngoài ra, tùy theo yêu cầu của khách và số lượng khách đặt hàng trại nhập thêm của thương lái từ các tỉnh miền bắc cá bột về nuôi và xử lý đơn tính tại trại các dòng Bảo Lộc, Đường Nghiệp và Gift. Tại thời điểm ĐTV lấy mẫu trong trại chỉ còn một ít cá lai của 3 dòng trên nuôi tại 1 vuông. Hiện trại có thể cho sinh sản nhiều loài cá khác ngoài rô phi như mè hoa, trắm, ... Do yêu cầu bảo mật nên ko thể cung cấp sdt của bạn hàng.","vPLgT4JJBcbPzUGUssuxcS","uuid:e0d3f300-e50e-46ea-92cc-dd698237ac75",2306161529,"uuid:e0d3f300-e50e-46ea-92cc-dd698237ac75",34,"Q3-1442","RIA1",NA,NA,"Q2-566","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dak Lak","4_Central Highlands",1,9e+06,TRUE,FALSE
"63",66,"6/26/2023 14:48","6/25/2023 10:13","6/26/2023 14:48","25-Jun-23","ca61ed86ba172374",2,"643","24154",260601,"Con của chủ trại","option_4","","8:19:58 AM",2,2,1,"Rô phi Đơn tính","option_4","","VŨ TRỌNG NAM","option_2",NA,"66","646","24220","option_1","option_2","option_2","","option_2",1000,"option_4","option_1",5,1200,7,2,"Rô phi lai","option_3","","Công ty thủy sản Đăk Lăk","option_2",NA,66,"643","24154","option_2","","","","option_1",12000,"option_4","option_1",5,350,3.5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","11:45:30 AM",2,1,"Rô phi Đơn tính",1,12.6421532,108.0138871,379,5,"6","1 cơ sở",3,"Q3-1053","","Q2-893","","Q4-1586","",2,"Rô phi lai",1,12.6420563,108.0139143,396.9,5,3,"1 cơ sở",3,"Q3-1293","","Q3-1011","","Q3-1359","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"2:50:59 PM",205,185,"https://vhlss23test.surveycto.com/view/submission-attachment/1687664547705.jpg?uuid=uuid%3A675782c5-5999-45a2-9035-85a42bf4f991","Trại có bán nhiều loại cá khác nhau, có 2 dòng cá rô phi, chủ trại đi vắng pv con của chủ trại, một số câu hỏi con chủ trại ko biết sẽ hỏi và bổ sung sau. Sdt mẹ 0398602618, 0943088360(bố). Giống đơn tính còn gọi là giống V1 có nguồn gốc tình Bắc Linh lấy qua một trại trung gian ở easup hoặc cầu chui tại Đăk Lăk. Giống Lai lấy cá bột hoặc cá hương từ trại ươm giống ở EaKao Đăk Lăk thuộc công ty cổ phần thủy sản Đăk Lăk","vPLgT4JJBcbPzUGUssuxcS","uuid:675782c5-5999-45a2-9035-85a42bf4f991",2306161529,"uuid:675782c5-5999-45a2-9035-85a42bf4f991",17,"Q3-1053","RIA1","Q2-893","RIA1","Q4-1586","RIA1",NA,NA,"Q3-1011","RIA1","Q3-1359","RIA1",NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,FALSE,"RIA1","None",NA,"GIFT-derived","GIFT-derived","Tinh Dak Lak","4_Central Highlands",1,9e+05,TRUE,TRUE
"64",66,"7/5/2023 6:00","7/4/2023 9:27","7/4/2023 16:49","4-Jul-23","ca61ed86ba172374",2,"643","24169",40701,"Chủ trại","option_4","","8:29:26 AM",3,3,1,"Rô phi thường","option_1","","VIỆN NGHIÊN CỨU NUÔI TRỒNG THỦY SẢN 1","option_2",NA,"27","261","9394","option_2","","","","option_1",2000,"option_4","option_1",50,400,3.5,2,"BẢO LỘC","option_5","","Không nhớ tên","option_2",NA,NA,"","","option_2","","","","option_2",2000,"option_4","option_1",60,300,3,3,"GIFT","option_6","Tự sản xuất","Tự sản xuất","option_1",905197325,66,"643","24169","option_1","option_5","option_1","option_3","option_1",5000,"option_4","option_1",60,600,3.5,"option_1","Cá rô phi đơn tính Gift","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:54:32 AM",3,1,"Rô phi thường",0,12.6163732,108.0412627,434,5,"","3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",2,"BẢO LỘC",0,12.6163316,108.0413284,342,9.1,NA,"3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",3,"GIFT",1,12.61637,108.0413232,401,6.3,6,"1 cơ sở",3,"Q3-1058","","Q3-1141","","Q3-1271","",9,"4:39:16 PM",85,404,"https://vhlss23test.surveycto.com/view/submission-attachment/1688440085317.jpg?uuid=uuid%3A7eab4f3c-4ab5-4030-90af-c8cfe19dd1be","Trại cá giống số 1 thuộc công ty cổ phần thủy sản Đăk Lăk nay đã chia ra cho tư nhân quản lý. Tùy theo nhu cầu người mua của từng thời điểm trại cung cấp 5 loại rô phi gồm rô phi thường, rô phi Gift, rô phi Bảo Lộc, rô phi Thái và rô phi Đường Nghiệp. Cá giống bố mẹ dòng Gift, dòng thường trại nhập từ viện TS 1, về nuôi và cho sinh sản theo hướng dẫn của công ty, tùy theo nhu cầu của khách mua trại sẽ xử lí đơn tính hoặc không. Hoocmon xử lý và công thức xử lý theo hướng dẫn của viện thủy sản 1. 03 dòng còn lại trại nhập cá bột từ thương lái có nguồn gốc từ Trung Quốc vận chuyển bằng đường hàng không do bí mật thương mại ko tiện cung cấp số điện thoại. Tại thời điểm điều tra viên lấy mẫu trại chỉ còn 1 dòng cá Gift nuôi tại 1 vuông, các dòng khác đã bán hết chưa nhập mới do chưa nhận được đơn đặt hàng mới.","vPLgT4JJBcbPzUGUssuxcS","uuid:7eab4f3c-4ab5-4030-90af-c8cfe19dd1be",2306161529,"uuid:7eab4f3c-4ab5-4030-90af-c8cfe19dd1be",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3-1058","RIA1","Q3-1141","RIA1","Q3-1271","RIA1",3,FALSE,FALSE,TRUE,NA,NA,"RIA1","GIFT-derived","GIFT-derived","Tinh Dak Lak","4_Central Highlands",1,1800000,TRUE,FALSE
"65",66,"10/18/2023 11:43","10/17/2023 21:44","10/18/2023 11:43","17-Oct-23","ca61ed86ba172374",2,"643","24151",171002,"Chủ trại","option_4","","1:55:15 PM",1,1,1,"GIFT","option_4","","Trại cá giống EaKao","option_1",979685439,"66","643","24169","option_2","","","","option_1",10000,"option_4","option_1",70,650,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_99","",NA,NA,NA,NA,NA,NA,NA,"","3:40:26 PM",1,1,"GIFT",1,12.6716247,108.0471119,441,5,"7","1 cơ sở",3,"Q5-1145","","Q5-1339","","Q5-1450","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:52:19 PM",105,71,"https://vhlss23test.surveycto.com/view/submission-attachment/1697602162716.jpg?uuid=uuid%3A27e5ff2f-1990-4140-8148-610edaea8398","Trại cá chủ yếu làm trung gian giữa vựa lớn và dân, bán cá theo nhu cầu của người mua, đặt loại nào lấy loại đó, trại bán nhiều loại cá rô như Gift chưa xử lú đơn tính, cá rô phi đơn tính, rô phi Đài Loan... tại thời điểm lấy mẫu  trại chỉ có 1 loại rô phi Gift chưa xử lý đơn tính. Trại nhập cá ở nhiều vựa tại Eakao tùy thời điểm khách đặt bán cho dân, cho thương lái khác và cho các trại cá nhỏ hơn.","vPLgT4JJBcbPzUGUssuxcS","uuid:27e5ff2f-1990-4140-8148-610edaea8398",2306161529,"uuid:27e5ff2f-1990-4140-8148-610edaea8398",37,"Q5-1145","RIA1","Q5-1339","RIA1","Q5-1450","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Dak Lak","4_Central Highlands",1,9e+06,TRUE,TRUE
"66",66,"10/17/2023 21:25","10/17/2023 14:24","10/17/2023 21:24","17-Oct-23","ca61ed86ba172374",2,"643","24148",171001,"Chủ trại","option_4","","11:27:26 AM",2,2,1,"Super Thái","option_6","Trại cá ông Ba Khoa thuộc Tổng công ty nông nghiệp sài gòn","Trại Anh Ba Khoa","option_1",909631511,"75","731","26062","option_1","option_1","option_2","","option_99",500,"option_4","option_1",25,1000,6,2,"Rô phi bảo lộc","option_4","","Thương lái Dũng Yến","option_2",NA,33,"333","12415","option_2","","","","option_99",0,"option_4","option_2",NA,600,7,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","1:35:22 PM",2,1,"Super Thái",1,12.6737344,108.047787,453.2,5,"6","1 cơ sở",3,"Q5-1443","","Q5-1244","","Q5-1463","",2,"Rô phi bảo lộc",1,12.6737898,108.0477246,453.2,4.9,10,"1 cơ sở",3,"Q5-1173","","Q5-1040","","Q5-1247","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"2:30:23 PM",127,55,"https://vhlss23test.surveycto.com/view/submission-attachment/1697529232461.jpg?uuid=uuid%3A9db90b7d-bb45-482e-95c9-b23bfe88848b","1 năm qua trại có bán 3 dòng cá rô phi đường nghiệp bán được khoảng 1 tấn 1 năm( đã bán hết hiện không còn con nào trong trại), rô phi đơn tính super thái dòng bán chủ yếu của trại hiện nay nhập từ Củ Chi Tp Hcm của trại anh Liêm thuộc công ty sản xuất nông nghiệp và dịch vụ TpHCM sau này công ty giải thể nhập từ trại anh Ba Khoa cũng ở tpHCM. Dòng cá rô phi Bảo Lộc trại vừa mới nhập về chưa bán, dòng này trại nhập thử nghiệm bán từ nguồn của thương lái đăng và bán hàng qua mạng ship tận trại. Theo lời của chủ trại đường nghiệp là giống cá rô phi nhập từ công ty của trung quốc có tên dường nghiệp nhưng dòng cá này có con cá bố mẹ nhập gốc từ philipin.","vPLgT4JJBcbPzUGUssuxcS","uuid:9db90b7d-bb45-482e-95c9-b23bfe88848b",2306161529,"uuid:9db90b7d-bb45-482e-95c9-b23bfe88848b",40,"Q5-1443","RIA1","Q5-1244","RIA1","Q5-1463","RIA1","Q5-1173","RIA1","Q5-1040","RIA1","Q5-1247","RIA1",NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,"RIA1","RIA1",NA,"GIFT-derived","GIFT-derived","Tinh Dak Lak","4_Central Highlands",1,450000,FALSE,FALSE
