"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","ws_rate_ha","pre_rate_ha"
"11976",19,164,5488,5,7,5488005007,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",2,20,NA,NA,1,"khang dân",4,"2_NMMA",55.5555555555556,NA
"11977",19,164,5488,5,9,5488005009,"Tinh Thai Nguyen",4,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1,1,"kháng dân đột biến",4,"2_NMMA",27.7777777777778,27.7777777777778
"11978",19,164,5488,5,10,5488005010,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"kháng dân",4,"2_NMMA",27.7777777777778,NA
"11979",19,164,5488,5,12,5488005012,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"kháng dân đột biến",4,"2_NMMA",27.7777777777778,27.7777777777778
"11980",19,164,5497,18,2,5497018002,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.8,3,"Sao Bac Bo (360m2)",0.8,1,"hkt 99",4,"2_NMMA",22.2222222222222,22.2222222222222
"11981",19,164,5497,18,10,5497018010,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.9,2,"Sao Bac Bo (360m2)",0.9,1,"hkt99",4,"2_NMMA",25,25
"11982",19,164,5497,18,12,5497018012,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.9,2,"Sao Bac Bo (360m2)",0.9,1,"hkt99",4,"2_NMMA",25,25
"11983",19,164,5497,18,14,5497018014,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",0.8,1,"u17",4,"2_NMMA",27.7777777777778,22.2222222222222
"11984",19,164,5497,18,15,5497018015,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.8,2,"Sao Bac Bo (360m2)",0.9,1,"hkt99",4,"2_NMMA",22.2222222222222,25
"11985",19,167,5545,9,2,5545009002,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"j02",4,"2_NMMA",27.7777777777778,NA
"11986",19,167,5545,9,3,5545009003,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1.2,99,NA,NA,1,"j02",4,"2_NMMA",33.3333333333333,NA
"11987",19,167,5545,9,4,5545009004,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",10,99,NA,NA,1,"j02",4,"2_NMMA",277.777777777778,NA
"11988",19,167,5545,9,5,5545009005,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1.2,99,NA,NA,1,"TBR225",4,"2_NMMA",33.3333333333333,NA
"11989",19,167,5545,9,6,5545009006,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"khang dân",4,"2_NMMA",27.7777777777778,27.7777777777778
"11990",19,167,5545,9,8,5545009008,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"khang dân",4,"2_NMMA",27.7777777777778,27.7777777777778
"11991",19,167,5545,9,9,5545009009,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"j02",4,"2_NMMA",27.7777777777778,27.7777777777778
"11992",19,167,5545,9,10,5545009010,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"Jo2",4,"2_NMMA",27.7777777777778,27.7777777777778
"11993",19,167,5545,9,11,5545009011,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,10,"Sao Bac Bo (360m2)",1,1,"ND502",4,"2_NMMA",27.7777777777778,27.7777777777778
"11994",19,167,5545,9,12,5545009012,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1,1,"khang dân",4,"2_NMMA",27.7777777777778,27.7777777777778
"11995",19,164,5653,6,2,5653006002,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,2,"Khang dân",4,"2_NMMA",27.7777777777778,NA
"11996",19,164,5653,6,3,5653006003,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",1.5,1,"Bắc thơm số 7",4,"2_NMMA",55.5555555555556,41.6666666666667
"11997",19,164,5653,6,4,5653006004,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1.5,3,"Sao Bac Bo (360m2)",2,1,"Bắc thơm số 7",4,"2_NMMA",41.6666666666667,55.5555555555556
"11998",19,164,5653,6,7,5653006007,"Tinh Thai Nguyen",5,NA,15,3,"Sao Bac Bo (360m2)",1,2,"Khang dân",4,"2_NMMA",52.0833333333333,27.7777777777778
"11999",19,164,5653,6,9,5653006009,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",0.8,2,"Khang dân",4,"2_NMMA",27.7777777777778,22.2222222222222
"12000",19,164,5653,6,10,5653006010,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",0.8,2,"Khang dân",4,"2_NMMA",27.7777777777778,22.2222222222222
"12001",19,164,5653,6,11,5653006011,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,2,"Khang dân",4,"2_NMMA",27.7777777777778,NA
"12002",19,164,5653,6,12,5653006012,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,2,"Khang dân",4,"2_NMMA",27.7777777777778,NA
"12003",19,164,5653,6,13,5653006013,"Tinh Thai Nguyen",4,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,2,"khang dân",4,"2_NMMA",55.5555555555556,55.5555555555556
"12004",19,164,5653,6,14,5653006014,"Tinh Thai Nguyen",5,NA,15,3,"Sao Bac Bo (360m2)",1,2,"Khang dân",4,"2_NMMA",115.384615384615,27.7777777777778
"12005",19,170,5749,5,1,5749005001,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12006",19,170,5749,5,2,5749005002,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12007",19,170,5749,5,3,5749005003,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12008",19,170,5749,5,4,5749005004,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12009",19,170,5749,5,6,5749005006,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"bao thai",4,"2_NMMA",27.7777777777778,NA
"12010",19,170,5749,5,7,5749005007,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"bao thai",4,"2_NMMA",27.7777777777778,NA
"12011",19,170,5749,5,9,5749005009,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dân",4,"2_NMMA",27.7777777777778,NA
"12012",19,170,5749,5,10,5749005010,"Tinh Thai Nguyen",4,"Sao Bac Bo (360m2)",1,99,NA,NA,2,"bao thai",4,"2_NMMA",27.7777777777778,NA
"12013",19,170,5749,5,11,5749005011,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12014",19,170,5749,5,12,5749005012,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"bao thai",4,"2_NMMA",27.7777777777778,NA
"12015",19,170,5749,5,13,5749005013,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",1,99,NA,NA,2,"khang dân",4,"2_NMMA",27.7777777777778,NA
"12016",19,170,5749,5,14,5749005014,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"bao thai",4,"2_NMMA",27.7777777777778,NA
"12017",19,170,5749,5,15,5749005015,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"khang dan",4,"2_NMMA",27.7777777777778,NA
"12018",19,171,5785,10,2,5785010002,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"khang dân",4,"2_NMMA",55.5555555555556,NA
"12019",19,171,5785,10,6,5785010006,"Tinh Thai Nguyen",1,"Sao Trung Bo (500m2)",2,99,NA,NA,1,"khang dân",4,"2_NMMA",40,NA
"12020",19,171,5791,1,1,5791001001,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,20,NA,NA,1,"khang dân",4,"2_NMMA",27.7777777777778,NA
"12021",19,171,5791,1,2,5791001002,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,15,"Sao Bac Bo (360m2)",1,1,"khang dân",4,"2_NMMA",27.7777777777778,27.7777777777778
"12022",19,171,5791,1,3,5791001003,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,20,NA,NA,1,"khang dân",4,"2_NMMA",27.7777777777778,NA
"12023",19,171,5791,1,4,5791001004,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1,20,NA,NA,1,"khang dân",4,"2_NMMA",27.7777777777778,NA
"12024",19,171,5791,1,5,5791001005,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1.2,99,NA,NA,1,"khang dân",4,"2_NMMA",33.3333333333333,NA
"12025",19,171,5791,1,6,5791001006,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1.3,99,NA,NA,1,"khang dân",4,"2_NMMA",36.1111111111111,NA
"12026",19,171,5791,1,9,5791001009,"Tinh Thai Nguyen",5,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"khang dân",4,"2_NMMA",55.5555555555556,NA
"12027",19,171,5791,1,13,5791001013,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.5,99,NA,NA,2,"khang dân",4,"2_NMMA",13.8888888888889,NA
"12028",19,171,5791,1,14,5791001014,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",0.5,99,NA,NA,2,"khang dân",4,"2_NMMA",13.8888888888889,NA
"12029",19,171,5812,4,2,5812004002,"Tinh Thai Nguyen",4,"Sao Bac Bo (360m2)",1.8,99,NA,NA,1,"khang dân",4,"2_NMMA",50,NA
"12030",19,171,5812,4,4,5812004004,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1.8,99,NA,NA,1,"khang dân",4,"2_NMMA",50,NA
"12031",19,171,5812,4,6,5812004006,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1.8,99,NA,NA,1,"khang dân",4,"2_NMMA",50,NA
"12032",19,171,5812,4,9,5812004009,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",1.5,6,"Sao Bac Bo (360m2)",1.8,1,"khang dân",4,"2_NMMA",41.6666666666667,50
"12033",19,171,5812,4,13,5812004013,"Tinh Thai Nguyen",1,"Sao Bac Bo (360m2)",4,5,"Sao Bac Bo (360m2)",5,1,"khang dân",4,"2_NMMA",111.111111111111,138.888888888889
"12034",20,182,6166,5,1,6166005001,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1.5,2,"Sao Bac Bo (360m2)",1.5,2,"khang dân",4,"2_NMMA",41.6666666666667,41.6666666666667
"12035",20,182,6166,5,11,6166005011,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1.5,99,NA,NA,2,"khang dân 18",4,"2_NMMA",41.6666666666667,NA
"12036",20,182,6166,5,15,6166005015,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1.5,1,"Sao Bac Bo (360m2)",1.5,1,"khang dân",4,"2_NMMA",41.6666666666667,41.6666666666667
"12037",20,183,6196,8,1,6196008001,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"108",4,"2_NMMA",27.7777777777778,NA
"12038",20,183,6196,8,3,6196008003,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Lúa 108",4,"2_NMMA",27.7777777777778,NA
"12039",20,183,6196,8,5,6196008005,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,6,"Sao Bac Bo (360m2)",2,2,"Lúa 108",4,"2_NMMA",55.5555555555556,55.5555555555556
"12040",20,183,6196,8,7,6196008007,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Giống lúa 108",4,"2_NMMA",27.7777777777778,NA
"12041",20,183,6196,8,8,6196008008,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"108",4,"2_NMMA",27.7777777777778,NA
"12042",20,183,6196,8,9,6196008009,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,1,"Sao Bac Bo (360m2)",1.5,1,"Nếp cái mùa",4,"2_NMMA",41.6666666666667,41.6666666666667
"12043",20,183,6196,8,10,6196008010,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"108",4,"2_NMMA",27.7777777777778,NA
"12044",20,183,6196,8,11,6196008011,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Giống lúa 108",4,"2_NMMA",27.7777777777778,NA
"12045",20,183,6196,8,12,6196008012,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"108",4,"2_NMMA",27.7777777777778,NA
"12046",20,183,6196,8,13,6196008013,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"Giống lúa 108",4,"2_NMMA",27.7777777777778,NA
"12047",20,183,6196,8,14,6196008014,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,10,"Sao Bac Bo (360m2)",1.5,2,"Lúa 108",4,"2_NMMA",41.6666666666667,41.6666666666667
"12048",20,183,6196,8,15,6196008015,"Tinh Lang Son",5,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"108",4,"2_NMMA",27.7777777777778,NA
"12049",20,185,6331,4,1,6331004001,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12050",20,185,6331,4,2,6331004002,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,1,"Kim cương",4,"2_NMMA",55.5555555555556,55.5555555555556
"12051",20,185,6331,4,3,6331004003,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",14,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12052",20,185,6331,4,4,6331004004,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12053",20,185,6331,4,5,6331004005,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"Kim cương",4,"2_NMMA",55.5555555555556,NA
"12054",20,185,6331,4,6,6331004006,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,3,"Sao Bac Bo (360m2)",2,1,"Kim cương",4,"2_NMMA",55.5555555555556,55.5555555555556
"12055",20,185,6331,4,7,6331004007,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,1,"Kim cương",4,"2_NMMA",55.5555555555556,55.5555555555556
"12056",20,185,6331,4,8,6331004008,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12057",20,185,6331,4,9,6331004009,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",20,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12058",20,185,6331,4,10,6331004010,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,1,"Kim cương",4,"2_NMMA",55.5555555555556,55.5555555555556
"12059",20,185,6331,4,11,6331004011,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,3,"Sao Bac Bo (360m2)",3,1,"Kim cương",4,"2_NMMA",55.5555555555556,83.3333333333333
"12060",20,185,6331,4,12,6331004012,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,10,"Sao Bac Bo (360m2)",10,1,"kim cương",4,"2_NMMA",55.5555555555556,277.777777777778
"12061",20,185,6331,4,13,6331004013,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",12,1,"kim cương",4,"2_NMMA",55.5555555555556,NA
"12062",20,185,6331,4,14,6331004014,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,99,NA,NA,1,"khang dân",4,"2_NMMA",55.5555555555556,NA
"12063",20,185,6331,4,15,6331004015,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",2,2,"Sao Bac Bo (360m2)",2,1,"Kim cương",4,"2_NMMA",55.5555555555556,55.5555555555556
"12064",20,186,6391,9,1,6391009001,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,2,"Khang dân",4,"2_NMMA",41.6666666666667,41.6666666666667
"12065",20,186,6391,9,2,6391009002,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,2,"Khang dân",4,"2_NMMA",41.6666666666667,41.6666666666667
"12066",20,186,6391,9,3,6391009003,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"khang dân",4,"2_NMMA",55.5555555555556,55.5555555555556
"12067",20,186,6391,9,4,6391009004,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,2,"Bao thai",4,"2_NMMA",41.6666666666667,41.6666666666667
"12068",20,186,6391,9,5,6391009005,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,1,"Bao thai",4,"2_NMMA",41.6666666666667,41.6666666666667
"12069",20,186,6391,9,6,6391009006,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"khang dân",4,"2_NMMA",55.5555555555556,55.5555555555556
"12070",20,186,6391,9,7,6391009007,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,5,"Sao Bac Bo (360m2)",1,1,"đoàn kết",4,"2_NMMA",27.7777777777778,27.7777777777778
"12071",20,186,6391,9,8,6391009008,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"Khang dân",4,"2_NMMA",55.5555555555556,55.5555555555556
"12072",20,186,6391,9,9,6391009009,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",1,99,NA,NA,99,"không cấy lúa vụ xuân",4,"2_NMMA",27.7777777777778,NA
"12073",20,186,6391,9,11,6391009011,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",1,99,NA,NA,99,"không cấy lúa vụ đông xuân",4,"2_NMMA",27.7777777777778,NA
"12074",20,186,6391,9,12,6391009012,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",1,7,"Sao Bac Bo (360m2)",3.5,1,"khang dân 18",4,"2_NMMA",27.7777777777778,97.2222222222222
"12075",20,186,6391,9,15,6391009015,"Tinh Lang Son",4,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",4,1,"khang dân 18",4,"2_NMMA",27.7777777777778,111.111111111111
"12076",20,187,6517,8,2,6517008002,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,99,"không cấy lúa xuân",4,"2_NMMA",27.7777777777778,NA
"12077",20,187,6517,8,3,6517008003,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"không",4,"2_NMMA",27.7777777777778,NA
"12078",20,187,6517,8,4,6517008004,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",0,0,"Sao Bac Bo (360m2)",0,99,"Không trồng vụ đông xuân",4,"2_NMMA",0,0
"12079",20,187,6517,8,5,6517008005,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",0,0,"Sao Bac Bo (360m2)",0,99,"không trồng lúa vụ đông xuân",4,"2_NMMA",0,0
"12080",20,187,6517,8,6,6517008006,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",0,0,"Sao Bac Bo (360m2)",0,99,"Không trồng lúa vụ đông xuân",4,"2_NMMA",0,0
"12081",20,187,6517,8,7,6517008007,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"lúa bao thai",4,"2_NMMA",27.7777777777778,NA
"12082",20,187,6517,8,8,6517008008,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,3,"Sao Bac Bo (360m2)",1.5,1,"lúa bao thai",4,"2_NMMA",27.7777777777778,41.6666666666667
"12083",20,187,6517,8,9,6517008009,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1.2,5,"Sao Bac Bo (360m2)",1.5,1,"lúa c",4,"2_NMMA",33.3333333333333,41.6666666666667
"12086",20,187,6517,8,13,6517008013,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",1,99,NA,NA,1,"không cấy lúa xuân",4,"2_NMMA",27.7777777777778,NA
"12087",20,187,6517,8,14,6517008014,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",0,0,"Sao Bac Bo (360m2)",0,99,"hộ không trồng lúa đông xuân",4,"2_NMMA",0,0
"12089",20,188,6598,3,1,6598003001,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",5,5,"Sao Bac Bo (360m2)",5,1,"ba lá",4,"2_NMMA",138.888888888889,138.888888888889
"12090",20,188,6598,3,2,6598003002,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",5,5,"Sao Bac Bo (360m2)",5,1,"ba lá",4,"2_NMMA",138.888888888889,138.888888888889
"12091",20,188,6598,3,4,6598003004,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"Lúa lai 3 dòng Syn98",4,"2_NMMA",83.3333333333333,NA
"12092",20,188,6598,3,7,6598003007,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",4,99,NA,NA,2,"Nhị ưu 838",4,"2_NMMA",111.111111111111,NA
"12093",20,188,6598,3,9,6598003009,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",5,99,NA,NA,1,"ba lá",4,"2_NMMA",138.888888888889,NA
"12094",20,188,6598,3,10,6598003010,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"Lúa lai 3 dòng Syn98",4,"2_NMMA",83.3333333333333,NA
"12095",20,188,6598,3,11,6598003011,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",5,4,"Sao Bac Bo (360m2)",5,1,"ba lá",4,"2_NMMA",138.888888888889,138.888888888889
"12096",20,188,6598,3,12,6598003012,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",4,99,NA,NA,2,"Lúa lai 3 dòng Syn98",4,"2_NMMA",111.111111111111,NA
"12097",20,188,6598,3,13,6598003013,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",5,5,"Sao Bac Bo (360m2)",4,1,"ba lá",4,"2_NMMA",138.888888888889,111.111111111111
"12098",20,188,6598,3,15,6598003015,"Tinh Lang Son",1,"Sao Bac Bo (360m2)",4,99,NA,NA,2,"Lúa lai 3 dòng Syn98",4,"2_NMMA",111.111111111111,NA
"12099",22,199,6874,4,1,6874004001,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12100",22,199,6874,4,2,6874004002,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12101",22,199,6874,4,3,6874004003,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12102",22,199,6874,4,4,6874004004,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12103",22,199,6874,4,5,6874004005,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12104",22,199,6874,4,6,6874004006,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12105",22,199,6874,4,8,6874004008,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12106",22,199,6874,4,9,6874004009,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12107",22,199,6874,4,10,6874004010,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12108",22,199,6874,4,11,6874004011,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12109",22,199,6874,4,12,6874004012,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12110",22,199,6874,4,13,6874004013,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12111",22,199,6874,4,14,6874004014,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12112",22,199,6874,4,15,6874004015,"Tinh Quang Ninh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"nhị ưu 838",4,"2_NMMA",50,NA
"12113",22,205,7084,5,12,7084005012,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",5,99,NA,NA,2,"kháng dân",4,"2_NMMA",138.888888888889,NA
"12114",22,205,7099,15,1,7099015001,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",20,1,"đài thơm",4,"2_NMMA",55.5555555555556,NA
"12115",22,205,7099,15,2,7099015002,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",2,20,NA,NA,1,"đài thơm",4,"2_NMMA",55.5555555555556,NA
"12116",22,205,7099,15,4,7099015004,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2,1,"đài thơm",4,"2_NMMA",55.5555555555556,55.5555555555556
"12117",22,205,7099,15,5,7099015005,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",2,10,"Sao Bac Bo (360m2)",3,1,"Đài Thơm",4,"2_NMMA",55.5555555555556,83.3333333333333
"12118",22,205,7099,15,7,7099015007,"Tinh Quang Ninh",1,"Sao Bac Bo (360m2)",2,5,"Sao Bac Bo (360m2)",2.5,1,"Đài Thơm",4,"2_NMMA",55.5555555555556,69.4444444444444
