"IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","ethnic","THUNHAP","TONGCHITIEU","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_sum","poor_commune","dummy_main_str","dist_main_str","type_main_str","dummy_local_market_wholesale","dist_market_wholesale","dummy_irrigation","dist_irrigation","farmer_participation_pct","dummy_protection_staff","panel","main_str_asphalt"
"20956001011","011","49","516","20956","001",1,77281,0,1,28,9,4,5,1,0,1,4180,1,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"20956001012","012","49","516","20956","001",1,93894,0,1,40,4,4,6,1,0,0,4840,1,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"20956001013","013","49","516","20956","001",1,41795,0,1,55,3,4,1,1,0,0,800,1,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"20956001014","014","49","516","20956","001",1,110303,50584,1,31,12,4,4,1,0,1,1770,1,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"20956001015","015","49","516","20956","001",1,62424,0,1,46,3,4,3,0,1,0,4520,1,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"20983001001","001","49","517","20983","001",0,108984,0,1,65,6,8,2,1,0,1,1000,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001005","005","49","517","20983","001",0,237300,0,1,64,5,8,5,1,0,0,6250,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001008","008","49","517","20983","001",0,385775,NA,1,90,3,8,6,1,0,0,6500,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001009","009","49","517","20983","001",0,51674,0,1,59,6,8,2,1,0,1,3500,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001011","011","49","517","20983","001",0,106512,0,1,63,3,8,4,1,0,0,14700,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001014","014","49","517","20983","001",0,96840,80364.5,1,55,6,8,3,1,0,0,3200,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"20983001015","015","49","517","20983","001",0,526916,278822,1,55,8,8,5,1,0,1,6800,0,1,NA,1,0,3,0,12,NA,1,"2022 (n = 13939)",1
"21007008001","001","49","517","21007","008",1,50232,0,1,40,3,2,2,0,1,0,2000,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008002","002","49","517","21007","008",1,199500,0,1,65,9,2,5,1,0,0,72000,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008003","003","49","517","21007","008",0,93723,73950,1,33,8,2,5,1,0,1,50750,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008004","004","49","517","21007","008",1,78720,0,1,38,3,2,4,0,1,0,21000,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008005","005","49","517","21007","008",1,202560,0,1,37,12,2,4,1,0,1,52000,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008006","006","49","517","21007","008",1,93990,0,1,40,5,2,3,0,1,0,21500,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008007","007","49","517","21007","008",1,53712,0,1,34,6,2,2,1,0,0,26500,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008008","008","49","517","21007","008",0,55202,84404.5,1,34,12,2,5,1,0,1,31500,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008012","012","49","517","21007","008",1,73343,0,1,34,7,2,4,0,1,1,15600,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008014","014","49","517","21007","008",1,160129,0,1,42,4,2,6,1,0,0,60750,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21007008015","015","49","517","21007","008",1,103103,0,1,49,5,2,6,1,0,1,28500,0,1,NA,1,0,0,0,25,NA,0,"2022 (n = 13939)",1
"21016017001","001","51","522","21016","017",0,131568,0,1,50,9,1,4,0,1,1,500,NA,NA,NA,NA,NA,5,NA,5,NA,NA,"2022 (n = 13939)",NA
"21016017012","012","51","522","21016","017",0,90962,0,1,50,9,1,2,0,1,1,1000,NA,NA,NA,NA,NA,5,NA,5,NA,NA,"2022 (n = 13939)",NA
"21034003013","013","51","522","21034","003",0,47544,0,1,87,2,10,2,1,0,0,2350,0,1,NA,1,0,4.1,0,10,NA,0,"2022 (n = 13939)",1
"21046007003","003","51","524","21046","007",0,76824,0,1,67,6,3,3,1,0,1,1550,0,1,NA,1,0,6,0,6,NA,0,"2022 (n = 13939)",1
"21046007014","014","51","524","21046","007",0,233039,184232,1,50,8,3,5,1,0,1,1520,0,1,NA,1,0,6,0,6,NA,0,"2022 (n = 13939)",1
"21052016002","002","51","524","21052","016",0,56844,0,1,53,4,2,3,1,0,0,768,0,1,NA,1,0,6,0,5,NA,0,"2022 (n = 13939)",1
"21052016007","007","51","524","21052","016",0,115308,0,1,66,4,2,3,1,0,1,1050,0,1,NA,1,0,6,0,5,NA,0,"2022 (n = 13939)",1
"21052016012","012","51","524","21052","016",0,169199,0,1,66,9,2,5,1,0,1,4550,0,1,NA,1,0,6,0,5,NA,0,"2022 (n = 13939)",1
"21052016014","014","51","524","21052","016",0,268380,138550.5,1,57,10,2,3,1,0,1,850,0,1,NA,1,0,6,0,5,NA,0,"2022 (n = 13939)",1
"21052016015","015","51","524","21052","016",0,131135,174305,1,40,0,2,4,1,0,1,2280,0,1,NA,1,0,6,0,5,NA,0,"2022 (n = 13939)",1
"21055014001","001","51","524","21055","014",0,22968,NA,1,58,7,7,1,0,1,0,3160,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014003","003","51","524","21055","014",0,230447,115046,1,57,9,7,4,1,0,1,2700,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014004","004","51","524","21055","014",0,267025,NA,1,71,5,7,7,1,0,0,2700,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014005","005","51","524","21055","014",0,148825,NA,1,58,9,7,3,1,0,1,6030,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014006","006","51","524","21055","014",0,290062,NA,1,49,7,7,4,1,0,1,1060,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014011","011","51","524","21055","014",0,264096,NA,1,58,9,7,7,1,0,1,5350,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014012","012","51","524","21055","014",0,331318,199897,1,52,12,7,5,1,0,1,3600,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014013","013","51","524","21055","014",0,155762,NA,1,68,5,7,4,1,0,1,4960,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014014","014","51","524","21055","014",0,323067,0,1,61,3,7,7,1,0,1,7500,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21055014015","015","51","524","21055","014",0,518950,NA,1,58,12,7,7,1,0,1,2500,0,1,NA,1,0,2,0,2,NA,0,"2022 (n = 13939)",1
"21064008001","001","51","524","21064","008",0,155377,0,1,46,9,12,4,1,0,0,2970,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008002","002","51","524","21064","008",0,97799,0,1,40,5,12,5,1,0,1,19225,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008003","003","51","524","21064","008",0,67345,0,1,38,9,12,4,1,0,1,12020,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008004","004","51","524","21064","008",0,110925,136086,1,49,7,12,4,1,0,1,22525,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008005","005","51","524","21064","008",0,402913,0,1,56,9,12,6,1,0,1,15030,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008006","006","51","524","21064","008",0,166380,0,1,35,12,12,5,1,0,1,6800,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008007","007","51","524","21064","008",0,54504,0,1,57,0,12,2,1,0,0,17020,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008008","008","51","524","21064","008",0,166140,0,1,54,9,12,3,1,0,1,7550,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008010","010","51","524","21064","008",0,101843,0,1,42,5,12,3,1,0,0,45000,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008012","012","51","524","21064","008",0,78334,0,1,43,2,12,4,1,0,1,14020,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008013","013","51","524","21064","008",0,58993,0,1,47,9,12,2,1,0,1,10030,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21064008015","015","51","524","21064","008",0,106511,NA,1,44,9,12,4,1,0,1,3560,0,1,NA,1,0,17,0,17.3,NA,0,"2022 (n = 13939)",1
"21082014001","001","51","524","21082","014",0,196323,NA,1,51,9,7,4,1,0,1,350,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014002","002","51","524","21082","014",0,212499,NA,1,44,12,7,4,1,0,1,770,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014004","004","51","524","21082","014",0,237058,NA,1,33,9,7,5,1,0,1,1650,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014005","005","51","524","21082","014",0,230724,0,1,52,6,7,3,1,0,1,1100,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014007","007","51","524","21082","014",0,279243,NA,1,58,10,7,5,1,0,1,20250,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014009","009","51","524","21082","014",0,177881,0,1,68,12,7,3,1,0,1,2200,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014010","010","51","524","21082","014",0,116785,NA,1,58,6,7,3,1,0,1,5500,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014011","011","51","524","21082","014",0,232030,NA,1,52,8,7,4,1,0,1,2020,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014012","012","51","524","21082","014",0,163151,NA,1,47,12,7,4,1,0,1,1750,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014014","014","51","524","21082","014",0,472252,173825,1,48,12,7,6,1,0,1,2000,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21082014015","015","51","524","21082","014",0,276444,145230.5,1,65,12,7,3,1,0,0,9240,0,1,NA,1,0,2,0,3,NA,0,"2022 (n = 13939)",1
"21085004016","016","51","524","21085","004",0,131116,NA,1,51,12,6,6,1,0,1,13032,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004017","017","51","524","21085","004",0,240367,0,1,49,12,6,5,1,0,1,3530,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004018","018","51","524","21085","004",0,204734,144158,1,54,12,6,3,1,0,0,3730,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004019","019","51","524","21085","004",0,221255,NA,1,57,5,6,3,1,0,0,10030,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004020","020","51","524","21085","004",0,105888,0,1,60,9,6,4,1,0,1,3630,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004021","021","51","524","21085","004",0,296562,0,1,66,6,6,6,1,0,1,3890,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004022","022","51","524","21085","004",0,274561,NA,1,37,9,6,5,1,0,1,1020,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004023","023","51","524","21085","004",0,46874,45575.5,1,68,4,6,2,1,0,0,7000,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004025","025","51","524","21085","004",0,40322,0,1,52,6,6,2,1,0,0,2100,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004026","026","51","524","21085","004",0,31582,0,1,70,6,6,2,1,0,0,2810,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004027","027","51","524","21085","004",0,56593,NA,1,73,2,6,3,1,0,0,3080,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004028","028","51","524","21085","004",0,201000,154765,1,57,12,6,5,1,0,1,2750,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21085004029","029","51","524","21085","004",0,409423,0,1,58,9,6,9,1,0,1,3560,0,1,NA,1,0,15,0,15,NA,0,"2022 (n = 13939)",1
"21088004001","001","51","524","21088","004",0,147691,NA,1,43,12,5,4,1,0,1,1930,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004002","002","51","524","21088","004",0,391680,1357150.5,1,64,4,5,3,1,0,1,4500,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004003","003","51","524","21088","004",0,518016,NA,1,54,12,5,8,1,0,1,7750,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004004","004","51","524","21088","004",0,262949,0,1,45,12,5,4,1,0,1,2130,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004007","007","51","524","21088","004",0,417530,229483.5,1,49,11,5,6,0,1,1,1050,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004008","008","51","524","21088","004",0,103032,NA,1,61,12,5,2,1,0,1,6780,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004009","009","51","524","21088","004",0,229058,NA,1,45,12,5,4,1,0,1,7550,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21088004012","012","51","524","21088","004",0,241104,NA,1,51,6,5,4,1,0,1,600,0,1,NA,1,0,1,1,5,75,0,"2022 (n = 13939)",1
"21100002001","001","51","524","21100","002",0,64512,NA,1,57,9,9,2,0,1,0,1120,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002003","003","51","524","21100","002",0,166529,NA,1,67,6,9,3,1,0,1,2000,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002006","006","51","524","21100","002",0,94676,0,1,56,9,9,2,1,0,1,1500,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002007","007","51","524","21100","002",0,91083,NA,1,49,5,9,3,1,0,1,10500,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002008","008","51","524","21100","002",0,217222,NA,1,53,12,9,3,1,0,1,1000,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002009","009","51","524","21100","002",0,160672,NA,1,52,12,9,3,1,0,1,2200,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002010","010","51","524","21100","002",0,59327,NA,1,55,9,9,3,0,1,0,2370,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002011","011","51","524","21100","002",0,177421,NA,1,43,12,9,5,1,0,1,1300,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002012","012","51","524","21100","002",0,67713,105886,1,67,4,9,3,1,0,0,3570,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002013","013","51","524","21100","002",0,261840,167624,1,48,12,9,4,1,0,1,5930,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21100002014","014","51","524","21100","002",0,164808,111843,1,54,12,9,3,1,0,1,2450,0,1,NA,1,0,4,0,2,NA,0,"2022 (n = 13939)",1
"21112010003","003","51","524","21112","010",0,369120,277932,1,64,5,10,10,1,0,1,16500,0,1,NA,1,0,18,0,18,NA,0,"2022 (n = 13939)",1
"21157004001","001","51","525","21157","004",1,466500,0,1,32,12,3,5,1,0,1,30500,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004002","002","51","525","21157","004",1,43728,NA,1,41,7,3,4,1,0,0,11000,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004003","003","51","525","21157","004",1,69215,39475,1,49,NA,3,4,0,1,0,12000,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004004","004","51","525","21157","004",1,69359,0,1,57,9,3,5,1,0,0,32020,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004006","006","51","525","21157","004",1,9121,NA,1,63,NA,3,1,0,1,0,3500,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004008","008","51","525","21157","004",1,97152,77080,1,46,3,3,8,1,0,0,31300,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004009","009","51","525","21157","004",1,72431,NA,1,26,9,3,6,1,0,1,14550,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004010","010","51","525","21157","004",1,17759,NA,1,65,NA,3,2,0,1,0,11000,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004011","011","51","525","21157","004",1,83857,0,1,30,9,3,4,1,0,0,18500,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004012","012","51","525","21157","004",1,100920,NA,1,62,NA,3,5,1,0,0,34100,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004013","013","51","525","21157","004",1,72770,47765,1,45,5,3,4,1,0,0,18330,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004014","014","51","525","21157","004",1,37921,0,1,37,NA,3,2,1,0,0,5850,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21157004015","015","51","525","21157","004",1,59856,NA,1,55,5,3,2,1,0,0,63300,1,1,NA,4,0,0,0,25,NA,1,"2022 (n = 13939)",0
"21181012003","003","51","527","21181","012",0,71738,0,1,41,3,1,7,1,0,1,3000,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012004","004","51","527","21181","012",0,182593,0,1,79,4,1,6,0,1,0,2150,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012006","006","51","527","21181","012",0,319452,0,1,55,7,1,7,1,0,0,2250,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012009","009","51","527","21181","012",0,101941,0,1,67,2,1,5,0,1,1,1100,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012011","011","51","527","21181","012",0,225451,0,1,62,9,1,4,1,0,0,1000,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012012","012","51","527","21181","012",0,144659,0,1,48,5,1,5,1,0,0,1500,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012013","013","51","527","21181","012",0,179461,104116,1,59,7,1,5,0,1,0,3000,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21181012014","014","51","527","21181","012",0,241272,63166,1,52,2,1,6,1,0,0,1250,0,1,NA,1,0,0,0,8,NA,1,"2022 (n = 13939)",1
"21199014002","002","51","522","21199","014",0,78527,0,1,78,4,6,4,1,0,0,2065,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014003","003","51","522","21199","014",0,431460,NA,1,64,12,6,5,0,1,1,1000,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014004","004","51","522","21199","014",0,190005,0,1,66,12,6,2,1,0,1,1750,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014006","006","51","522","21199","014",0,166848,NA,1,55,5,6,2,0,1,1,2750,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014008","008","51","522","21199","014",0,259643,NA,1,50,10,6,7,1,0,1,1000,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014009","009","51","522","21199","014",0,176689,NA,1,51,12,6,4,1,0,1,2000,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014010","010","51","522","21199","014",0,183169,NA,1,50,10,6,3,1,0,1,1000,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014011","011","51","522","21199","014",0,157501,NA,1,34,10,6,3,0,1,1,500,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014012","012","51","522","21199","014",0,196019,NA,1,43,12,6,5,1,0,1,2250,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014014","014","51","522","21199","014",0,112945,18668,1,61,5,6,2,1,0,0,1050,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21199014015","015","51","522","21199","014",0,68404,145249.5,1,43,12,6,4,1,0,1,1000,0,1,NA,1,0,4,0,10,NA,0,"2022 (n = 13939)",1
"21202007005","005","51","522","21202","007",0,98591,NA,1,68,11,9,2,1,0,1,1500,0,1,NA,1,0,3,0,4,NA,1,"2022 (n = 13939)",1
"21202007008","008","51","522","21202","007",0,220319,55398,1,53,9,9,2,1,0,0,1000,0,1,NA,1,0,3,0,4,NA,1,"2022 (n = 13939)",1
"21202007011","011","51","522","21202","007",0,74640,NA,1,82,12,9,1,0,1,0,500,0,1,NA,1,0,3,0,4,NA,1,"2022 (n = 13939)",1
"21202007013","013","51","522","21202","007",0,232503,59515.5,1,37,12,9,5,1,0,1,1000,0,1,NA,1,0,3,0,4,NA,1,"2022 (n = 13939)",1
"21202007014","014","51","522","21202","007",0,216358,NA,1,70,5,9,5,0,1,0,1000,0,1,NA,1,0,3,0,4,NA,1,"2022 (n = 13939)",1
"21205003002","002","51","527","21205","003",0,43200,NA,1,67,2,8,2,1,0,0,5520,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003004","004","51","527","21205","003",0,118631,NA,1,75,3,8,2,1,0,1,4500,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003006","006","51","527","21205","003",0,465191,0,1,59,12,8,6,1,0,1,86000,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003007","007","51","527","21205","003",0,15934,NA,1,53,9,8,1,0,1,0,3500,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003009","009","51","527","21205","003",0,130604,0,1,39,12,8,6,1,0,1,9000,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003011","011","51","527","21205","003",0,198480,NA,1,65,NA,8,5,0,1,1,2000,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003012","012","51","527","21205","003",0,28788,0,1,51,9,8,1,0,1,1,2500,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003013","013","51","527","21205","003",0,238998,181259.5,1,49,9,8,4,1,0,1,5050,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21205003015","015","51","527","21205","003",0,304633,0,1,51,9,8,6,1,0,1,8000,0,1,NA,1,0,22,0,12,NA,1,"2022 (n = 13939)",1
"21214003002","002","51","522","21214","003",0,212738,0,1,46,4,11,8,1,0,1,1600,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003003","003","51","522","21214","003",0,186113,0,1,61,12,11,3,1,0,1,2300,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003004","004","51","522","21214","003",0,47304,0,1,65,5,11,2,1,0,0,1400,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003005","005","51","522","21214","003",0,358562,0,1,51,9,11,6,1,0,1,848,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003006","006","51","522","21214","003",0,152999,0,1,73,2,11,5,0,1,0,800,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003007","007","51","522","21214","003",0,68588,0,1,59,9,11,2,1,0,1,2600,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21214003013","013","51","522","21214","003",0,100798,58667.5,1,56,5,11,2,1,0,1,1650,0,1,NA,1,0,2,0,11.3,NA,0,"2022 (n = 13939)",1
"21217009001","001","51","527","21217","009",0,246540,NA,1,47,12,4,5,1,0,1,1800,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009002","002","51","527","21217","009",0,208843,194239,1,52,11,4,4,1,0,1,1500,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009003","003","51","527","21217","009",0,58129,NA,1,59,10,4,2,1,0,0,1500,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009004","004","51","527","21217","009",0,106873,NA,1,66,3,4,2,0,1,0,1500,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009005","005","51","527","21217","009",0,78144,0,1,62,9,4,4,1,0,1,2850,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009006","006","51","527","21217","009",0,255385,0,1,53,12,4,6,1,0,1,1500,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009007","007","51","527","21217","009",0,276843,198683.5,1,54,7,4,6,1,0,0,3300,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009009","009","51","527","21217","009",0,10224,NA,1,65,0,4,1,0,1,0,400,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009011","011","51","527","21217","009",0,115656,NA,1,66,11,4,2,1,0,1,2500,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009012","012","51","527","21217","009",0,337981,183266,1,49,7,4,5,1,0,1,2250,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009013","013","51","527","21217","009",0,75120,0,1,79,8,4,4,1,0,0,3507,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009014","014","51","527","21217","009",0,11698,NA,1,57,1,4,1,0,1,0,700,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21217009015","015","51","527","21217","009",0,30673,NA,1,88,5,4,2,1,0,0,2000,0,1,NA,1,0,0,0,5,NA,1,"2022 (n = 13939)",1
"21241010001","001","51","528","21241","010",0,359496,NA,1,62,2,4,3,0,1,0,2166,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010002","002","51","528","21241","010",0,32999,NA,1,75,5,4,2,1,0,0,6166,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010004","004","51","528","21241","010",0,354913,NA,1,46,6,4,4,1,0,1,2165,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010005","005","51","528","21241","010",0,112028,NA,1,55,4,4,4,1,0,0,7500,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010006","006","51","528","21241","010",0,191915,NA,1,63,12,4,3,1,0,0,6350,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010007","007","51","528","21241","010",0,269375,NA,1,50,6,4,2,1,0,0,13250,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
"21241010012","012","51","528","21241","010",0,280318,NA,1,44,7,4,5,1,0,1,2625,0,1,NA,2,0,25,0,25,NA,1,"2022 (n = 13939)",0
