"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"3897","91","910","31075","002","003","31075002003",0,15,8,1,99,1
"3898","91","910","31075","002","005","31075002005",0,0,5,1,99,1
"3899","91","910","31075","002","011","31075002011",0,16,7,1,99,1
"3900","91","910","31075","002","014","31075002014",0,3,5,3,99,1
"3901","92","924","31252","003","001","31252003001",0,1,4,1,15,1
"3902","92","924","31252","003","001","31252003001",1,5,5,1,15,1
"3903","92","924","31252","003","001","31252003001",2,14,6,1,12,1
"3904","92","924","31252","003","002","31252003002",0,6,7,1,10,1
"3905","92","924","31252","003","002","31252003002",1,10,7,1,8,1
"3906","92","924","31252","003","002","31252003002",2,17,15,1,3,1
"3907","92","924","31252","003","004","31252003004",0,6,7,1,8,1
"3908","92","924","31252","003","004","31252003004",1,9,6,1,6,1
"3909","92","924","31252","003","004","31252003004",2,18,20,1,2,1
"3910","92","927","31291","002","003","31291002003",0,6,5,1,8,1
"3911","92","927","31291","002","003","31291002003",1,10,6,1,5,1
"3912","92","927","31291","002","003","31291002003",2,17,20,1,2,1
"3913","92","927","31291","002","004","31291002004",0,3,3,1,99,1
"3914","92","927","31291","002","004","31291002004",1,3,5,1,5,1
"3915","92","927","31291","002","004","31291002004",2,7,5,1,2,1
"3916","92","927","31291","002","004","31291002004",3,9,5,1,3,1
"3917","92","927","31291","002","004","31291002004",4,17,15,1,99,1
"3918","92","927","31291","002","006","31291002006",0,7,7,1,7,1
"3919","92","927","31291","002","006","31291002006",1,10,7,1,6,1
"3920","92","927","31291","002","006","31291002006",2,17,20,1,2,1
"3921","92","927","31291","002","012","31291002012",0,3,4,1,99,1
"3922","92","927","31291","002","012","31291002012",1,6,5,1,99,1
"3923","92","927","31291","002","012","31291002012",2,11,4,1,99,1
"3924","92","927","31291","002","012","31291002012",3,17,10,1,99,1
"3925","92","927","31291","002","013","31291002013",0,1,4,1,20,1
"3926","92","927","31291","002","013","31291002013",1,7,4,1,15,1
"3927","92","927","31291","002","013","31291002013",2,13,5,1,18,1
"3928","93","930","31338","010","006","31338010006",0,5,5,1,99,1
"3929","93","930","31338","010","006","31338010006",1,8,4,1,99,1
"3930","93","932","31346","002","004","31346002004",0,0,2,1,30,1
"3931","93","932","31346","002","004","31346002004",1,18,7,1,10,1
"3932","93","932","31346","002","009","31346002009",0,0,2,1,25,1
"3933","93","932","31346","002","009","31346002009",1,15,8,1,5,1
"3934","93","932","31346","002","010","31346002010",0,7,10,1,99,1
"3935","93","932","31346","002","010","31346002010",1,17,15,1,99,1
"3936","93","932","31346","002","014","31346002014",0,0,2,1,30,1
"3937","93","932","31346","002","014","31346002014",1,16,7,1,10,1
"3938","93","934","31423","006","018","31423006018",0,1,10,1,99,1
"3939","93","934","31423","006","021","31423006021",0,1,3,1,4,1
"3940","93","934","31423","006","021","31423006021",1,17,8,1,2,1
"3941","93","934","31423","006","024","31423006024",0,1,3,1,99,1
"3942","93","934","31423","006","024","31423006024",1,16,3,1,99,1
"3943","93","934","31423","006","025","31423006025",0,1,10,1,99,1
"3944","93","934","31423","006","027","31423006027",0,1,4,1,99,1
"3945","93","934","31423","006","027","31423006027",1,14,8,1,3,1
"3946","93","934","31438","025","005","31438025005",0,0,4,1,2,1
"3947","93","934","31438","025","005","31438025005",1,6,2,1,3,1
"3948","93","934","31438","025","005","31438025005",2,17,10,1,1,1
"3949","93","937","31478","001","001","31478001001",0,1,10,1,20,1
"3950","93","937","31478","001","001","31478001001",1,17,15,1,5,1
"3951","93","937","31478","001","002","31478001002",0,7,12,1,99,1
"3952","93","937","31478","001","002","31478001002",1,13,5,1,99,1
"3953","93","937","31478","001","002","31478001002",2,17,20,1,99,1
"3954","93","937","31478","001","003","31478001003",0,17,7,1,99,1
"3955","93","937","31478","001","005","31478001005",0,18,10,2,2,1
"3956","93","937","31478","001","013","31478001013",0,16,7,1,99,1
"3957","93","937","31478","001","014","31478001014",0,5,5,1,5,1
"3958","93","937","31478","001","014","31478001014",1,9,5,1,5,1
"3959","93","937","31478","001","015","31478001015",0,18,10,1,5,1
"3960","93","937","31480","006","006","31480006006",0,16,7,2,8,1
"3961","93","937","31480","006","008","31480006008",0,5,5,1,99,1
"3962","93","937","31480","006","008","31480006008",1,12,5,1,99,1
"3963","93","937","31480","006","011","31480006011",0,18,8,1,2,1
"3964","93","937","31480","006","014","31480006014",0,2,5,1,99,1
"3965","93","937","31480","006","014","31480006014",1,6,7,1,99,1
"3966","94","941","31498","004","004","31498004004",0,1,2,2,6,1
"3967","94","941","31498","004","004","31498004004",1,2,7,7,6,1
"3968","94","941","31498","004","004","31498004004",2,4,7,7,6,1
"3969","94","941","31498","004","004","31498004004",3,6,7,7,6,1
"3970","94","941","31498","004","004","31498004004",4,8,7,7,6,1
"3971","94","941","31498","004","008","31498004008",0,0,2,2,7,1
"3972","94","941","31498","004","008","31498004008",1,2,9,7,6,1
"3973","94","941","31498","004","008","31498004008",2,5,7,7,6,1
"3974","94","941","31498","004","008","31498004008",3,6,7,7,6,1
"3975","94","941","31498","004","008","31498004008",4,5,7,7,6,1
"3976","94","941","31498","004","008","31498004008",5,7,7,7,6,1
"3977","94","941","31498","004","008","31498004008",6,8,7,7,6,1
"3978","94","941","31498","004","008","31498004008",7,9,9,7,6,1
"3979","94","941","31498","004","009","31498004009",0,1,5,99,5,1
"3980","94","941","31498","004","009","31498004009",1,3,6,99,14,1
"3981","94","941","31498","004","009","31498004009",2,4,16,99,12,1
"3982","94","941","31498","004","009","31498004009",3,6,11,99,7,1
"3983","94","941","31498","004","009","31498004009",4,7,12,99,13,1
"3984","94","941","31498","004","010","31498004010",0,18,4,3,99,1
"3985","94","941","31498","004","010","31498004010",1,6,4,3,0,1
"3986","94","941","31498","004","013","31498004013",0,1,7,99,6,1
"3987","94","941","31498","004","013","31498004013",1,2,7,99,6,1
"3988","94","941","31498","004","013","31498004013",2,3,6,99,6,1
"3989","94","941","31498","004","013","31498004013",3,4,9,99,7,1
"3990","94","941","31498","004","013","31498004013",4,5,9,99,6,1
"3991","94","941","31498","004","013","31498004013",5,6,9,99,6,1
"3992","94","941","31498","004","013","31498004013",6,7,8,99,6,1
"3993","94","941","31498","004","014","31498004014",0,11,6,5,1,1
"3994","94","941","31498","004","014","31498004014",1,18,7,1,2,1
"3995","94","941","31498","004","015","31498004015",0,2,2,2,6,1
"3996","94","941","31498","004","015","31498004015",1,2,4,7,6,1
"3997","94","941","31498","004","015","31498004015",3,4,5,7,6,1
"3998","94","941","31498","004","015","31498004015",4,5,7,7,6,1
"3999","94","941","31498","004","015","31498004015",5,6,7,7,6,1
"4000","94","941","31498","004","015","31498004015",6,6,8,7,6,1
"4001","94","941","31498","004","015","31498004015",7,7,7,7,6,1
"4002","94","941","31498","004","017","31498004017",0,13,2,6,99,1
"4003","94","942","31585","016","001","31585016001",0,2,5,1,15,1
"4004","94","942","31585","016","001","31585016001",1,8,5,1,10,1
"4005","94","942","31585","016","001","31585016001",2,13,4,1,10,1
"4006","94","942","31585","016","002","31585016002",0,5,12,1,25,1
"4007","94","942","31585","016","002","31585016002",1,6,12,1,18,1
"4008","94","942","31585","016","002","31585016002",2,9,10,1,18,1
"4009","94","942","31585","016","002","31585016002",3,12,12,1,10,1
"4010","94","942","31585","016","003","31585016003",0,7,5,1,15,1
"4011","94","942","31585","016","003","31585016003",1,17,7,1,5,1
"4012","94","942","31585","016","004","31585016004",0,5,10,1,18,1
"4013","94","942","31585","016","004","31585016004",1,9,12,1,15,1
"4014","94","942","31585","016","004","31585016004",2,13,10,1,10,1
"4015","94","942","31585","016","004","31585016004",3,17,10,1,5,1
"4016","94","942","31585","016","006","31585016006",0,1,5,1,28,1
"4017","94","942","31585","016","006","31585016006",1,7,10,1,28,1
"4018","94","942","31585","016","006","31585016006",2,13,7,1,24,1
"4019","94","942","31585","016","006","31585016006",3,18,10,1,3,1
"4020","94","942","31585","016","008","31585016008",0,6,14,1,20,1
"4021","94","942","31585","016","008","31585016008",1,8,14,1,20,1
"4022","94","942","31585","016","008","31585016008",2,13,14,1,20,1
"4023","94","942","31585","016","009","31585016009",0,1,6,1,10,1
"4024","94","942","31585","016","009","31585016009",1,11,5,1,10,1
"4025","94","942","31585","016","009","31585016009",2,13,5,1,7,1
"4026","94","942","31585","016","010","31585016010",0,1,5,1,25,1
"4027","94","942","31585","016","010","31585016010",1,5,14,1,25,1
"4028","94","942","31585","016","010","31585016010",2,9,14,1,20,1
"4029","94","942","31585","016","010","31585016010",3,15,14,1,5,1
"4030","94","942","31585","016","011","31585016011",0,2,6,1,12,1
"4031","94","942","31585","016","011","31585016011",1,7,5,1,12,1
"4032","94","942","31585","016","011","31585016011",2,13,6,1,10,1
"4033","94","942","31585","016","012","31585016012",0,6,14,1,24,1
"4034","94","942","31585","016","012","31585016012",1,9,12,1,24,1
"4035","94","942","31585","016","012","31585016012",2,12,10,1,18,1
"4036","94","942","31585","016","015","31585016015",0,10,7,1,15,1
"4037","94","942","31585","016","015","31585016015",1,18,10,1,5,1
"4038","94","944","31603","019","007","31603019007",0,17,12,1,3,1
"4039","94","944","31603","019","008","31603019008",0,18,14,1,3,1
"4040","94","944","31603","019","011","31603019011",0,18,10,1,2,1
"4041","94","944","31603","019","013","31603019013",0,17,7,1,1,1
"4042","94","944","31603","019","015","31603019015",0,17,15,1,1,1
"4043","94","946","31663","007","005","31663007005",0,5,6,1,4,1
"4044","94","946","31663","007","005","31663007005",1,17,10,1,3,1
"4045","94","946","31663","007","009","31663007009",0,5,6,1,4,1
"4046","94","946","31663","007","009","31663007009",1,17,10,1,3,1
"4047","94","946","31663","007","011","31663007011",0,5,6,1,4,1
"4048","94","946","31663","007","011","31663007011",1,17,10,1,3,1
"4049","94","946","31663","007","013","31663007013",0,5,6,1,4,1
"4050","94","946","31663","007","013","31663007013",1,17,10,1,3,1
"4051","94","946","31663","007","015","31663007015",0,5,6,1,4,1
"4052","94","946","31663","007","015","31663007015",1,17,10,1,3,1
"4053","94","951","31681","010","010","31681010010",0,5,6,1,4,1
"4054","94","951","31681","010","010","31681010010",1,17,10,1,3,1
"4055","94","951","31681","010","012","31681010012",0,3,4,1,5,1
"4056","94","951","31681","010","012","31681010012",1,5,4,1,5,1
"4057","94","951","31681","010","012","31681010012",2,7,4,1,4,1
"4058","94","951","31681","010","012","31681010012",3,17,10,1,2,1
"4059","94","951","31687","001","004","31687001004",0,6,5,1,1,1
"4060","94","951","31687","001","004","31687001004",1,17,7,1,2,1
"4061","94","951","31687","001","010","31687001010",0,6,5,1,1,1
"4062","94","951","31687","001","010","31687001010",1,17,10,1,2,1
"4063","94","951","31687","001","012","31687001012",0,8,6,1,1,1
"4064","94","951","31687","001","012","31687001012",1,18,10,1,2,1
"4065","94","947","31690","003","001","31690003001",0,4,5,5,2,1
"4066","94","947","31690","003","001","31690003001",1,11,7,1,2,1
"4067","94","947","31690","003","001","31690003001",2,15,7,1,1,1
"4068","94","947","31690","003","002","31690003002",0,3,5,5,2,1
"4069","94","947","31690","003","002","31690003002",1,7,6,1,2,1
"4070","94","947","31690","003","002","31690003002",2,13,7,1,2,1
"4071","94","947","31690","003","002","31690003002",3,16,7,1,1,1
"4072","94","947","31690","003","003","31690003003",0,5,7,5,2,1
"4073","94","947","31690","003","003","31690003003",1,8,7,1,2,1
"4074","94","947","31690","003","003","31690003003",2,13,5,1,1,1
"4075","94","947","31690","003","003","31690003003",3,17,6,1,1,1
"4076","94","947","31690","003","007","31690003007",0,5,5,5,2,1
"4077","94","947","31690","003","007","31690003007",1,11,7,1,2,1
"4078","94","947","31690","003","007","31690003007",2,16,7,1,1,1
"4079","94","947","31690","003","009","31690003009",0,3,7,1,2,1
"4080","94","947","31690","003","009","31690003009",1,9,7,1,2,1
"4081","94","947","31690","003","009","31690003009",2,16,6,1,1,1
"4082","94","947","31690","003","011","31690003011",0,3,7,1,2,1
"4083","94","947","31690","003","011","31690003011",1,10,6,1,2,1
"4084","94","947","31690","003","011","31690003011",2,15,7,1,1,1
"4085","94","947","31690","003","012","31690003012",0,4,5,1,2,1
"4086","94","947","31690","003","012","31690003012",1,9,5,1,2,1
"4087","94","947","31690","003","012","31690003012",2,13,6,1,1,1
"4088","94","947","31690","003","012","31690003012",3,17,7,1,1,1
"4089","94","947","31690","003","013","31690003013",0,3,5,5,2,1
"4090","94","947","31690","003","013","31690003013",1,8,7,1,2,1
"4091","94","947","31690","003","013","31690003013",2,14,7,1,1,1
"4092","94","947","31690","003","013","31690003013",3,16,6,1,1,1
"4093","94","951","31702","008","005","31702008005",0,7,5,1,1,1
"4094","94","951","31702","008","005","31702008005",1,17,6,1,2,1
"4095","94","951","31702","008","007","31702008007",0,7,4,2,2,1
"4096","94","951","31702","008","007","31702008007",1,18,6,2,4,1
"4097","94","951","31702","008","009","31702008009",0,7,6,1,1,1
"4098","94","951","31702","008","009","31702008009",1,18,7,1,2,1
"4099","94","951","31702","008","016","31702008016",0,7,5,1,2,1
"4100","94","951","31702","008","016","31702008016",1,18,7,1,2,1
"4101","94","951","31705","008","001","31705008001",0,3,5,6,5,1
"4102","94","951","31705","008","001","31705008001",1,7,4,6,6,1
"4103","94","951","31705","008","001","31705008001",2,9,5,6,4,1
"4104","94","951","31705","008","001","31705008001",3,13,4,6,5,1
"4105","94","951","31705","008","001","31705008001",4,15,5,6,4,1
"4106","94","951","31705","008","002","31705008002",0,4,4,1,5,1
"4107","94","951","31705","008","002","31705008002",1,5,3,1,4,1
"4108","94","951","31705","008","002","31705008002",2,6,3,1,4,1
"4109","94","951","31705","008","002","31705008002",3,9,4,1,4,1
"4110","94","951","31705","008","002","31705008002",4,17,12,1,2,1
"4111","94","951","31705","008","005","31705008005",0,4,3,1,3,1
"4112","94","951","31705","008","005","31705008005",1,4,3,1,3,1
"4113","94","951","31705","008","005","31705008005",2,7,3,1,2,1
"4114","94","951","31705","008","005","31705008005",3,17,12,1,2,1
"4115","94","951","31705","008","006","31705008006",0,3,5,6,4,1
"4116","94","951","31705","008","006","31705008006",1,7,5,6,5,1
"4117","94","951","31705","008","006","31705008006",2,9,4,6,4,1
"4118","94","951","31705","008","006","31705008006",3,13,5,6,5,1
"4119","94","951","31705","008","006","31705008006",4,15,4,6,5,1
"4120","94","951","31705","008","007","31705008007",0,6,4,1,2,1
"4121","94","951","31705","008","007","31705008007",1,16,10,1,1,1
"4122","94","951","31705","008","008","31705008008",0,5,6,6,5,1
"4123","94","951","31705","008","008","31705008008",1,9,5,6,6,1
"4124","94","951","31705","008","008","31705008008",2,13,4,6,5,1
"4125","94","951","31705","008","008","31705008008",3,15,5,6,4,1
"4126","94","951","31705","008","009","31705008009",0,6,5,1,3,1
"4127","94","951","31705","008","009","31705008009",1,17,6,1,1,1
"4128","94","951","31705","008","012","31705008012",0,4,5,6,5,1
"4129","94","951","31705","008","012","31705008012",1,8,4,6,4,1
"4130","94","951","31705","008","012","31705008012",2,12,5,6,4,1
"4131","94","951","31705","008","012","31705008012",3,15,4,6,5,1
"4132","94","951","31705","008","013","31705008013",0,2,5,1,3,1
"4133","94","951","31705","008","013","31705008013",1,7,4,1,3,1
"4134","94","951","31705","008","013","31705008013",2,17,10,1,0,1
"4135","94","951","31705","008","014","31705008014",0,5,6,6,5,1
"4136","94","951","31705","008","014","31705008014",1,9,5,6,6,1
"4137","94","951","31705","008","014","31705008014",2,13,4,6,7,1
"4138","94","951","31705","008","014","31705008014",3,15,5,6,5,1
"4139","95","956","31864","011","003","31864011003",0,3,10,2,7,1
"4140","95","956","31864","011","003","31864011003",1,17,12,2,5,1
"4141","95","956","31864","011","009","31864011009",0,3,4,1,8,1
"4142","95","956","31864","011","009","31864011009",1,18,10,1,5,1
"4143","95","956","31864","011","012","31864011012",0,16,7,1,9,1
"4144","95","956","31864","011","012","31864011012",1,16,15,1,2,1
"4145","95","957","31873","013","004","31873013004",0,0,4,1,6,1
"4146","95","957","31873","013","004","31873013004",1,18,7,1,5,1
"4147","95","957","31873","013","007","31873013007",0,1,4,1,8,1
"4148","95","957","31873","013","007","31873013007",1,17,7,1,6,1
"4149","95","957","31873","013","011","31873013011",0,0,3,1,6,1
"4150","95","957","31873","013","011","31873013011",1,6,1,1,5,1
"4151","95","957","31873","013","011","31873013011",2,18,2,1,5,1
"4152","95","957","31873","013","012","31873013012",0,0,5,1,6,1
"4153","95","957","31873","013","012","31873013012",1,18,3,1,5,1
"4154","95","957","31873","013","014","31873013014",0,0,5,1,6,1
