"","IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","DANTOCCHUHO","THUNHAP","TONGCHITIEU","ethnic","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_1","land_area_2","land_area_5","land_area_7","land_area_4","land_area_3","land_area_6","land_area_sum","land_ha","poor_commune","dummy_main_str","dist_main_str","type_main_str","disease_1","disease_2","disease_3","road","road_cement_asphalt","road_dirt_earth","road_gravel","road_tar_on_gravel","dummy_local_market_daily","dummy_local_market_periodic","dummy_local_market_wholesale","dist_market_daily","dist_market_periodic","dist_market_wholesale","dummy_irrigation","dist_irrigation","dummy_protection_staff","irrigation_info_1","irrigation_info_2","irrigation_info_3","farmer_participation_pct","ag_challenge_1","ag_challenge_2","ag_challenge_3","panel"
"12405","27952003006","006","80","802","27952","003",1,280476,0,0,1,63,7,1,7,1,0,0,NA,NA,1000,NA,NA,NA,NA,1000,0.1,0,1,NA,2,5,6,13,"tar_on_gravel",0,0,0,1,0,0,0,3,1,28,0,5,0,NA,NA,NA,NA,1,5,10,"2022 (n = 13885)"
"12406","27952003008","008","80","802","27952","003",1,152255,0,0,1,51,9,1,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,2,5,6,13,"tar_on_gravel",0,0,0,1,0,0,0,3,1,28,0,5,0,NA,NA,NA,NA,1,5,10,"2022 (n = 13885)"
"12407","27952003009","009","80","802","27952","003",1,204287,0,0,1,52,9,1,4,1,0,1,1900,NA,NA,NA,NA,NA,NA,1900,0.19,0,1,NA,2,5,6,13,"tar_on_gravel",0,0,0,1,0,0,0,3,1,28,0,5,0,NA,NA,NA,NA,1,5,10,"2022 (n = 13885)"
"12408","27952003010","010","80","802","27952","003",1,59806,0,0,1,58,11,1,4,1,0,1,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,2,5,6,13,"tar_on_gravel",0,0,0,1,0,0,0,3,1,28,0,5,0,NA,NA,NA,NA,1,5,10,"2022 (n = 13885)"
"12409","27958020002","002","80","802","27958","020",1,519122,NA,0,1,68,12,9,6,1,0,1,10000,NA,NA,NA,NA,NA,NA,10000,1,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,1,2,2,NA,0,7,0,NA,NA,NA,NA,5,4,3,"2022 (n = 13885)"
"12410","27958020007","007","80","802","27958","020",1,289200,NA,0,1,52,9,9,4,1,0,0,4000,NA,NA,NA,NA,NA,NA,4000,0.4,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,1,2,2,NA,0,7,0,NA,NA,NA,NA,5,4,3,"2022 (n = 13885)"
"12411","27958020008","008","80","802","27958","020",1,366197,NA,0,1,54,12,9,4,1,0,1,5000,NA,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,1,2,2,NA,0,7,0,NA,NA,NA,NA,5,4,3,"2022 (n = 13885)"
"12412","27967011004","004","80","802","27967","011",1,349992,0,0,1,61,3,2,6,1,0,0,1000,NA,NA,NA,NA,NA,NA,1000,0.1,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12413","27967021002","002","80","802","27967","021",1,143158,239864.5,0,1,54,4,3,5,0,1,0,1700,NA,NA,NA,NA,NA,NA,1700,0.17,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12414","27967021007","007","80","802","27967","021",1,43439,42654,0,1,60,5,3,2,1,0,1,5000,NA,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12415","27967021008","008","80","802","27967","021",1,207600,0,0,1,43,8,3,5,1,0,1,4000,NA,NA,NA,NA,NA,NA,4000,0.4,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12416","27967021010","010","80","802","27967","021",1,158976,0,0,1,61,9,3,3,1,0,1,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12417","27967021011","011","80","802","27967","021",1,114263,NA,0,1,70,7,3,3,1,0,0,1500,NA,NA,NA,NA,NA,NA,1500,0.15,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12418","27967021014","014","80","802","27967","021",1,62531,0,0,1,51,5,3,3,1,0,0,1000,NA,NA,NA,NA,NA,NA,1000,0.1,0,1,NA,1,6,13,4,"cement_asphalt",1,0,0,0,0,1,0,1,NA,20,0,10,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12419","28018010008","008","80","803","28018","010",1,56184,NA,0,1,66,6,6,2,1,0,0,1500,NA,NA,NA,NA,NA,NA,1500,0.15,0,1,NA,1,6,5,14,"cement_asphalt",1,0,0,0,0,0,0,3,-1,20,0,5,0,NA,NA,NA,NA,5,3,2,"2022 (n = 13885)"
"12420","28018010010","010","80","803","28018","010",1,89137,NA,0,1,77,7,6,3,1,0,1,1500,NA,NA,NA,NA,NA,NA,1500,0.15,0,1,NA,1,6,5,14,"cement_asphalt",1,0,0,0,0,0,0,3,-1,20,0,5,0,NA,NA,NA,NA,5,3,2,"2022 (n = 13885)"
"12421","28024012001","001","80","803","28024","012",1,132262,0,0,1,59,12,4,6,0,1,0,2500,NA,NA,NA,NA,NA,NA,2500,0.25,0,1,NA,1,6,8,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,15,0,7,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12422","28024012011","011","80","803","28024","012",1,304802,NA,0,1,65,4,4,4,1,0,0,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,6,8,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,15,0,7,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12423","28024012012","012","80","803","28024","012",1,236593,NA,0,1,44,7,4,4,1,0,0,2000,NA,NA,NA,NA,NA,NA,2000,0.2,0,1,NA,1,6,8,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,15,0,7,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12424","28045005001","001","80","804","28045","005",1,191039,NA,0,1,41,5,6,5,1,0,1,15000,NA,NA,NA,NA,NA,NA,15000,1.5,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12425","28045005002","002","80","804","28045","005",1,74473,NA,0,1,73,3,6,2,0,1,0,13000,NA,NA,NA,NA,NA,NA,13000,1.3,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12426","28045005003","003","80","804","28045","005",1,123838,NA,0,1,73,2,6,5,1,0,0,15000,NA,NA,NA,NA,NA,NA,15000,1.5,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12427","28045005005","005","80","804","28045","005",1,271008,NA,0,1,68,0,6,6,1,0,0,22000,NA,NA,NA,NA,NA,NA,22000,2.2,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12428","28045005006","006","80","804","28045","005",1,59951,NA,0,1,37,10,6,4,1,0,1,10000,NA,NA,NA,NA,NA,NA,10000,1,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12429","28045005007","007","80","804","28045","005",1,127020,NA,0,1,73,3,6,5,1,0,1,10000,NA,NA,NA,NA,NA,NA,10000,1,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12430","28045005013","013","80","804","28045","005",1,55488,154853.5,0,1,43,0,6,4,1,0,0,5000,NA,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12431","28045005014","014","80","804","28045","005",1,264378,275167,0,1,40,5,6,6,1,0,1,15000,NA,NA,NA,NA,NA,NA,15000,1.5,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12432","28045005015","015","80","804","28045","005",1,159408,93186.5,0,1,40,3,6,4,1,0,1,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,1,-1,-1,0,16,0,NA,NA,NA,NA,5,8,7,"2022 (n = 13885)"
"12433","28057023007","007","80","804","28057","023",1,168407,NA,0,1,37,12,3,3,1,0,1,7000,NA,NA,NA,NA,NA,NA,7000,0.7,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,0.5,-1,7,0,4,0,NA,NA,NA,NA,5,4,7,"2022 (n = 13885)"
"12434","28057023013","013","80","804","28057","023",1,76562,0,0,1,45,12,3,5,1,0,1,10000,NA,NA,NA,NA,NA,NA,10000,1,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,0.5,-1,7,0,4,0,NA,NA,NA,NA,5,4,7,"2022 (n = 13885)"
"12435","28057023014","014","80","804","28057","023",1,82584,81502.5,0,1,66,1,3,3,0,1,0,2000,NA,NA,NA,NA,NA,NA,2000,0.2,0,1,NA,1,16,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,0.5,-1,7,0,4,0,NA,NA,NA,NA,5,4,7,"2022 (n = 13885)"
"12436","28066008006","006","80","804","28066","008",1,180251,NA,0,1,53,9,3,9,0,1,1,3500,NA,NA,NA,NA,NA,NA,3500,0.35,0,1,NA,1,13,14,16,"cement_asphalt",1,0,0,0,0,0,0,2,-1,8,0,10,0,NA,NA,NA,NA,5,7,8,"2022 (n = 13885)"
"12437","28066008012","012","80","804","28066","008",1,99433,NA,0,1,52,9,3,3,1,0,0,12000,NA,NA,NA,NA,NA,NA,12000,1.2,0,1,NA,1,13,14,16,"cement_asphalt",1,0,0,0,0,0,0,2,-1,8,0,10,0,NA,NA,NA,NA,5,7,8,"2022 (n = 13885)"
"12438","28075004012","012","80","805","28075","004",1,331296,NA,0,1,66,3,5,7,1,0,0,7800,NA,NA,NA,NA,NA,NA,7800,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"12439","28075004013","013","80","805","28075","004",1,403275,73706,0,1,45,9,5,6,1,0,1,6000,NA,NA,NA,NA,NA,NA,6000,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"12440","28075004014","014","80","805","28075","004",1,97105,84523.5,0,1,55,5,5,4,1,0,1,2500,NA,NA,NA,NA,NA,NA,2500,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"12441","28105005001","001","80","805","28105","005",1,108793,NA,0,1,69,3,5,6,1,0,1,10000,NA,NA,NA,NA,NA,NA,10000,1,0,1,NA,1,4,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,1,1,0,6,0,NA,NA,NA,NA,8,NA,NA,"2022 (n = 13885)"
"12442","28105005008","008","80","805","28105","005",1,90900,93230.5,0,1,59,8,5,3,1,0,1,2000,NA,NA,NA,NA,NA,NA,2000,0.2,0,1,NA,1,4,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,5,1,1,0,6,0,NA,NA,NA,NA,8,NA,NA,"2022 (n = 13885)"
"12443","28117022008","008","80","806","28117","022",1,272100,NA,0,1,62,4,12,5,1,0,1,5000,NA,300,NA,NA,NA,NA,5300,0.53,0,1,NA,2,16,13,6,"tar_on_gravel",0,0,0,1,0,0,0,1,1,12,0,17,0,NA,NA,NA,NA,10,5,8,"2022 (n = 13885)"
"12444","28117022009","009","80","806","28117","022",1,218593,NA,0,1,52,9,12,3,1,0,1,10000,NA,300,NA,NA,NA,NA,10300,1.03,0,1,NA,2,16,13,6,"tar_on_gravel",0,0,0,1,0,0,0,1,1,12,0,17,0,NA,NA,NA,NA,10,5,8,"2022 (n = 13885)"
"12445","28117022010","010","80","806","28117","022",1,233065,NA,0,1,45,4,12,6,1,0,1,4000,NA,NA,NA,NA,NA,NA,4000,0.4,0,1,NA,2,16,13,6,"tar_on_gravel",0,0,0,1,0,0,0,1,1,12,0,17,0,NA,NA,NA,NA,10,5,8,"2022 (n = 13885)"
"12446","28117022013","013","80","806","28117","022",1,249123,575199,0,1,57,5,12,6,1,0,1,9000,NA,NA,NA,NA,NA,NA,9000,0.9,0,1,NA,2,16,13,6,"tar_on_gravel",0,0,0,1,0,0,0,1,1,12,0,17,0,NA,NA,NA,NA,10,5,8,"2022 (n = 13885)"
"12447","28117022014","014","80","806","28117","022",1,221834,98010.5,0,1,72,3,12,6,1,0,0,2500,NA,NA,NA,NA,NA,NA,2500,0.25,0,1,NA,2,16,13,6,"tar_on_gravel",0,0,0,1,0,0,0,1,1,12,0,17,0,NA,NA,NA,NA,10,5,8,"2022 (n = 13885)"
"12448","28120009004","004","80","806","28120","009",1,370273,NA,0,1,51,7,7,8,1,0,1,4000,NA,NA,NA,NA,NA,NA,4000,0.4,0,1,NA,1,6,13,16,"cement_asphalt",1,0,0,0,1,0,0,NA,1,17,0,15,0,NA,NA,NA,NA,1,2,NA,"2022 (n = 13885)"
"12449","28120009005","005","80","806","28120","009",1,217368,84926.5,0,1,59,4,7,2,1,0,1,2500,NA,NA,NA,NA,NA,NA,2500,0.25,0,1,NA,1,6,13,16,"cement_asphalt",1,0,0,0,1,0,0,NA,1,17,0,15,0,NA,NA,NA,NA,1,2,NA,"2022 (n = 13885)"
"12450","28120009008","008","80","806","28120","009",1,243264,NA,0,1,69,2,7,4,1,0,0,2000,NA,300,NA,NA,NA,NA,2300,0.23,0,1,NA,1,6,13,16,"cement_asphalt",1,0,0,0,1,0,0,NA,1,17,0,15,0,NA,NA,NA,NA,1,2,NA,"2022 (n = 13885)"
"12451","28120009014","014","80","806","28120","009",1,401856,NA,0,1,70,9,7,8,1,0,1,7000,NA,NA,NA,NA,NA,NA,7000,0.7,0,1,NA,1,6,13,16,"cement_asphalt",1,0,0,0,1,0,0,NA,1,17,0,15,0,NA,NA,NA,NA,1,2,NA,"2022 (n = 13885)"
"12452","28120009018","018","80","806","28120","009",1,307022,NA,0,1,79,5,7,5,1,0,0,8500,NA,2000,NA,NA,NA,NA,10500,1.05,0,1,NA,1,6,13,16,"cement_asphalt",1,0,0,0,1,0,0,NA,1,17,0,15,0,NA,NA,NA,NA,1,2,NA,"2022 (n = 13885)"
"12453","28129003007","007","80","806","28129","003",1,105792,NA,0,1,56,5,7,4,1,0,0,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,1,0,0,NA,1,18,0,14,0,NA,NA,NA,NA,4,5,8,"2022 (n = 13885)"
"12454","28129003009","009","80","806","28129","003",1,44064,NA,0,1,61,4,7,3,1,0,0,7000,NA,NA,NA,NA,NA,NA,7000,0.7,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,1,0,0,NA,1,18,0,14,0,NA,NA,NA,NA,4,5,8,"2022 (n = 13885)"
"12455","28129003011","011","80","806","28129","003",1,237699,NA,0,1,48,7,7,2,0,1,1,40000,NA,NA,NA,NA,NA,NA,40000,4,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,1,0,0,NA,1,18,0,14,0,NA,NA,NA,NA,4,5,8,"2022 (n = 13885)"
"12456","28129003013","013","80","806","28129","003",1,207060,137232,0,1,49,6,7,5,1,0,0,4000,NA,NA,NA,NA,NA,NA,4000,0.4,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,1,0,0,NA,1,18,0,14,0,NA,NA,NA,NA,4,5,8,"2022 (n = 13885)"
"12457","28189007002","002","80","807","28189","007",1,140592,NA,0,1,47,5,4,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,1,0,5,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12458","28189007003","003","80","807","28189","007",1,150479,NA,0,1,53,8,4,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,1,0,5,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12459","28189007004","004","80","807","28189","007",1,107999,NA,0,1,62,7,4,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,1,0,5,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12460","28189007009","009","80","807","28189","007",1,179424,NA,0,1,56,9,4,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,1,0,5,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12461","28189007011","011","80","807","28189","007",1,107785,NA,0,1,69,12,4,6,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,1,1,1,0,5,0,NA,NA,NA,NA,5,NA,NA,"2022 (n = 13885)"
"12462","28201005001","001","80","807","28201","005",1,66719,NA,0,1,60,10,4,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,4,1,1,0,10,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12463","28201005010","010","80","807","28201","005",1,233520,NA,0,1,55,9,4,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,4,1,1,0,10,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12464","28201005012","012","80","807","28201","005",1,122904,NA,0,1,56,9,4,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,4,1,1,0,10,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12465","28201005013","013","80","807","28201","005",1,190800,126498.5,0,1,56,9,4,6,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,6,13,"cement_asphalt",1,0,0,0,0,0,0,4,1,1,0,10,0,NA,NA,NA,NA,1,4,5,"2022 (n = 13885)"
"12466","28318010001","001","82","816","28318","010",1,330335,NA,0,1,56,7,7,8,0,1,1,3900,NA,50,NA,NA,NA,NA,3950,0.395,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12467","28318010002","002","82","816","28318","010",1,278708,NA,0,1,57,11,7,3,1,0,1,8000,700,100,NA,NA,NA,NA,8800,0.88,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12468","28318010008","008","82","816","28318","010",1,113328,NA,0,1,39,12,7,3,1,0,1,8800,NA,200,NA,400,NA,NA,9400,0.94,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12469","28318010010","010","82","816","28318","010",1,82030,NA,0,1,71,9,7,4,1,0,0,4300,NA,170,NA,NA,NA,NA,4470,0.447,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12470","28318010011","011","82","816","28318","010",1,49259,NA,0,1,50,9,7,1,0,1,1,6600,NA,200,NA,NA,NA,NA,6800,0.68,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12471","28318010012","012","82","816","28318","010",1,177840,174207.5,0,1,57,9,7,3,1,0,1,9700,NA,100,NA,300,NA,NA,10100,1.01,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12472","28318010014","014","82","816","28318","010",1,220169,NA,0,1,51,12,7,3,1,0,1,2500,NA,500,NA,NA,NA,NA,3000,0.3,0,1,NA,1,5,6,NA,"cement_asphalt",1,0,0,0,0,0,0,1,1,1.5,0,6,0,NA,NA,NA,NA,1,4,NA,"2022 (n = 13885)"
"12473","28357008003","003","82","818","28357","008",1,168721,NA,0,1,54,3,4,4,1,0,1,10000,NA,180,NA,NA,NA,NA,10180,1.018,0,1,NA,2,6,14,11,"tar_on_gravel",0,0,0,1,0,0,0,2,2,1,0,6,0,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"12474","28357008007","007","82","818","28357","008",1,83163,NA,0,1,62,4,4,5,1,0,0,14000,NA,150,NA,NA,NA,NA,14150,1.415,0,1,NA,2,6,14,11,"tar_on_gravel",0,0,0,1,0,0,0,2,2,1,0,6,0,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"12475","28363008001","001","82","819","28363","008",1,266447,0,0,1,31,9,5,7,1,0,1,9000,2000,NA,NA,100,NA,NA,11100,1.11,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,1,1,-1,NA,0,23,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12476","28363008007","007","82","819","28363","008",1,824691,NA,0,1,56,12,5,6,1,0,1,52000,NA,NA,NA,NA,NA,NA,52000,5.2,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,1,1,-1,NA,0,23,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12477","28363008012","012","82","819","28363","008",1,158613,80782.5,0,1,53,8,5,3,1,0,0,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,0,0,1,1,-1,NA,0,23,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12478","28384002001","001","82","819","28384","002",1,185185,NA,0,1,42,4,5,4,1,0,1,15000,3000,NA,NA,NA,NA,NA,18000,1.8,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12479","28384002009","009","82","819","28384","002",1,256789,172148,0,1,50,9,5,7,1,0,0,15000,5000,NA,NA,NA,NA,NA,20000,2,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12480","28384002010","010","82","819","28384","002",1,240624,NA,0,1,76,2,5,6,1,0,0,7000,10000,NA,NA,NA,NA,NA,17000,1.7,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12481","28384002011","011","82","819","28384","002",1,274897,0,0,1,59,7,5,6,1,0,1,7000,4000,NA,NA,NA,NA,NA,11000,1.1,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12482","28384002012","012","82","819","28384","002",1,298130,NA,0,1,49,9,5,4,1,0,0,23000,2300,NA,NA,100,NA,NA,25400,2.54,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12483","28384002013","013","82","819","28384","002",1,59328,NA,0,1,62,2,5,3,0,1,0,3500,230,NA,NA,NA,NA,NA,3730,0.373,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12484","28384002014","014","82","819","28384","002",1,212040,126474,0,1,41,10,5,5,1,0,0,NA,5000,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,5,NA,NA,"cement_asphalt",1,0,0,0,1,0,1,NA,-1,NA,0,16,0,NA,NA,NA,NA,4,5,3,"2022 (n = 13885)"
"12485","28444019001","001","82","820","28444","019",1,174432,NA,0,1,45,5,11,4,1,0,0,8000,NA,NA,NA,NA,NA,NA,8000,0.8,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
"12486","28444019002","002","82","820","28444","019",1,161821,0,0,1,56,9,11,3,1,0,1,12000,NA,NA,NA,NA,NA,NA,12000,1.2,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
"12487","28444019003","003","82","820","28444","019",1,85103,57403.5,0,1,53,9,11,4,0,1,0,10000,NA,540,NA,NA,NA,NA,10540,1.054,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
"12488","28444019006","006","82","820","28444","019",1,55054,0,0,1,67,4,11,4,1,0,0,7000,NA,NA,NA,NA,NA,NA,7000,0.7,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
"12489","28444019007","007","82","820","28444","019",1,163498,0,0,1,55,0,11,5,1,0,0,5000,NA,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
"12490","28444019010","010","82","820","28444","019",1,157539,NA,0,1,51,3,11,4,0,1,0,2000,NA,NA,NA,NA,NA,NA,2000,0.2,0,1,NA,1,6,13,14,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,7,1,NA,NA,NA,NA,8,6,5,"2022 (n = 13885)"
