"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA"
"14195","52","550","21967","028","001","21967028001",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14196","52","550","21967","028","002","21967028002",1,3,6,99,NA,NA,1,"q5",3,1,NA,3,2,"",99,NA,2,2,1,2,2,2,"",9,2,"",NA,2,1,99,99,99,99,4
"14197","52","550","21967","028","003","21967028003",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14198","52","550","21967","028","004","21967028004",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14199","52","550","21967","028","005","21967028005",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14200","52","550","21967","028","006","21967028006",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14201","52","550","21967","028","007","21967028007",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14202","52","550","21967","028","008","21967028008",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14203","52","550","21967","028","009","21967028009",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14204","52","550","21967","028","010","21967028010",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14205","52","550","21967","028","011","21967028011",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14206","52","550","21967","028","012","21967028012",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14207","52","550","21967","028","014","21967028014",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14208","52","550","21967","028","015","21967028015",1,3,6,99,NA,NA,1,"q5",2,2,NA,3,2,"",99,NA,2,2,1,2,2,2,"",10,2,"",NA,2,1,99,99,99,99,4
"14209","52","550","21970","052","001","21970052001",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,3,2,2,2,2,"",NA,9,"không",NA,NA,NA,99,99,99,99,4
"14210","52","550","21970","052","002","21970052002",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14211","52","550","21970","052","004","21970052004",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14212","52","550","21970","052","006","21970052006",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14213","52","550","21970","052","008","21970052008",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14214","52","550","21970","052","010","21970052010",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14215","52","550","21970","052","012","21970052012",99,99,NA,NA,NA,NA,99,"không",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14216","52","550","21970","052","013","21970052013",99,99,NA,NA,NA,NA,99,"o",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14217","52","550","21970","052","014","21970052014",99,99,NA,NA,NA,NA,99,"o",0,NA,2,0,5,"không",99,NA,0,1,2,2,2,2,"",0,9,"không",NA,NA,NA,99,99,99,99,4
"14218","52","550","21976","010","004","21976010004",99,3,6,99,NA,NA,99,"a",0,NA,2,0,1,"",99,NA,0,1,1,2,2,2,"",0,1,"",NA,1,1,99,99,99,99,4
"14219","52","550","21982","026","006","21982026006",1,3,12,99,NA,NA,1,"DV108",2,1,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,99,4
"14220","52","550","21982","026","010","21982026010",1,3,13,99,NA,NA,1,"DV108",1,1,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,99,99,4
"14221","52","550","21982","026","012","21982026012",1,3,13,99,NA,NA,1,"DV108",1,1,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,99,99,2,99,4
"14222","52","550","21985","037","003","21985037003",1,3,8,99,NA,NA,2,"pc15",2,2,NA,2,1,"",99,NA,2,3,1,2,2,2,"",4,3,"",NA,2,2,99,99,99,99,4
"14223","52","550","21985","037","009","21985037009",1,3,8,99,NA,NA,2,"pc15",3,3,NA,3,1,"",99,NA,2,3,1,2,2,2,"",4,2,"",NA,3,2,99,99,99,99,4
"14224","52","550","21985","037","012","21985037012",1,3,8,99,NA,NA,99,"pc15",3,3,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,4
"14225","52","550","21985","037","013","21985037013",1,3,25,99,NA,NA,99,"pc15",3,2,NA,3,1,"",99,NA,2,3,1,2,2,2,"",5,3,"",NA,2,2,99,99,99,99,4
"14226","52","550","21985","037","014","21985037014",1,3,18,3,3,18,2,"108",3,2,NA,3,1,"",2,NA,1,2,2,2,1,2,"",NA,3,"",NA,3,2,99,99,99,99,4
"14227","52","551","21994","005","015","21994005015",99,3,5,99,NA,NA,99,"TH85",2,2,NA,1,2,"",99,NA,1,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,4
"14228","52","551","22000","005","001","22000005001",1,3,8,16,3,8,2,"TH3-3",2,1,NA,1,5,"ao hồ",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14229","52","551","22000","005","008","22000005008",1,3,30,20,NA,NA,1,"th3-3",2,1,NA,2,2,"",2,NA,0,2,2,1,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14230","52","551","22000","005","011","22000005011",1,3,15,10,3,15,1,"th3-3",2,2,NA,2,2,"",2,NA,0,2,1,2,2,2,"",5,3,"",NA,3,2,2,2,2,2,4
"14231","52","551","22000","005","013","22000005013",1,3,40,30,NA,NA,1,"th3-3",2,1,NA,2,2,"",2,NA,0,2,1,2,2,2,"",5,3,"",NA,3,2,2,2,2,2,4
"14232","52","551","22003","025","003","22003025003",1,3,5,6,3,5,2,"3-3",6,6,NA,3,2,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14233","52","551","22003","025","004","22003025004",1,3,6,6,3,6,2,"3-3",6,6,NA,3,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14234","52","551","22003","025","005","22003025005",1,3,6,6,3,6,2,"3-3",6,6,NA,6,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14235","52","551","22003","025","006","22003025006",1,3,5,6,3,5,2,"3-3",6,3,NA,3,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14236","52","551","22003","025","007","22003025007",1,3,5,5,3,5,3,"3-3",6,6,NA,6,1,"",2,NA,0,2,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14237","52","551","22003","025","009","22003025009",1,3,6,6,3,5,2,"3-3",6,3,NA,6,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14238","52","551","22003","025","011","22003025011",1,3,5,6,3,5,2,"3-3",3,3,NA,3,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14239","52","551","22003","025","012","22003025012",1,3,5,6,3,5,2,"3-3",3,3,NA,3,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14240","52","551","22003","025","013","22003025013",99,3,5,6,3,5,99,"3-3",6,3,NA,4,1,"",99,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,99,99,99,99,4
"14241","52","551","22003","025","014","22003025014",1,3,5,6,3,5,2,"3-3",6,3,NA,3,1,"",2,NA,0,2,1,2,2,2,"",6,1,"",NA,2,2,2,2,2,2,4
"14242","52","551","22012","004","007","22012004007",1,3,2,99,NA,NA,99,"3 gạch 3",2,2,NA,1,5,"nước thiên nhiên",2,NA,1,2,2,2,2,1,"máy cắt lúa",NA,2,"",NA,2,2,99,99,99,99,4
"14243","52","551","22012","004","012","22012004012",1,3,3,99,NA,NA,99,"3-3",2,2,NA,0,5,"nước thiên nhiên",2,NA,0,2,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,4
"14244","54","555","22041","020","012","22041020012",1,3,10,10,3,12,3,"ma lâm 213",3,2,NA,3,1,"",2,NA,0,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14245","54","558","22084","013","001","22084013001",1,4,20,99,NA,NA,3,"Lúa đỏ",0,NA,2,0,5,"Nước trời",2,NA,5,2,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14246","54","558","22084","013","002","22084013002",1,4,15,3,4,12,3,"lúa Đài thơm",1,1,NA,2,5,"Nước trời",2,NA,3,2,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14247","54","558","22084","013","003","22084013003",1,4,20,4,4,15,3,"MT10",2,1,NA,3,4,"",2,2,3,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14248","54","558","22084","013","004","22084013004",1,4,20,3,4,18,3,"MT10",1,1,NA,3,4,"",1,2,3,3,1,2,2,2,"",4,3,"",NA,2,1,2,2,2,2,4
"14249","54","558","22084","013","005","22084013005",1,4,20,99,NA,NA,3,"lúa đỏ",0,NA,2,0,5,"Nước trời",2,NA,5,2,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14250","54","558","22084","013","006","22084013006",1,4,15,5,4,15,3,"Lúa rẫy đỏ",0,NA,2,2,5,"Nước trời",2,NA,3,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14251","54","558","22084","013","008","22084013008",1,4,20,2,4,17,1,"lúa MT10",2,1,NA,3,4,"",2,2,3,3,1,2,2,2,"",5,3,"",NA,2,2,2,2,2,2,4
"14252","54","558","22084","013","009","22084013009",1,4,15,5,4,15,3,"Lúa rẫy đỏ",0,NA,2,2,5,"Nước trời",2,NA,3,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14253","54","558","22084","013","010","22084013010",1,4,18,4,4,18,3,"Lúa rẫy đỏ",0,NA,2,0,5,"Nước trời",2,NA,4,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14254","54","558","22084","013","011","22084013011",1,4,15,6,4,15,3,"Lúa rẫy đỏ",0,NA,2,0,5,"Nước trời",2,NA,4,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14255","54","558","22084","013","013","22084013013",1,4,20,2,4,17,3,"MT10",2,1,NA,3,4,"",2,2,2,3,1,2,2,2,"",4,3,"",NA,2,2,2,2,2,2,4
"14256","54","558","22084","013","014","22084013014",1,4,20,4,4,15,3,"MT10",1,1,NA,3,5,"Nước trời",2,NA,3,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14257","54","558","22084","013","016","22084013016",1,4,18,4,4,15,3,"lúa đỏ",0,NA,2,0,5,"nước trời",2,NA,4,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14258","54","558","22087","010","001","22087010001",1,3,8,99,NA,NA,3,"MT10",1,1,NA,2,1,"",2,NA,1,3,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,4
"14259","54","558","22087","010","005","22087010005",1,3,15,5,3,15,3,"MT10",2,1,NA,2,1,"",2,NA,1,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14260","54","558","22087","010","006","22087010006",1,3,9,99,NA,NA,3,"MT10",1,1,NA,1,1,"",2,NA,1,3,2,2,1,2,"",NA,2,"",NA,2,1,2,2,2,2,4
"14261","54","558","22087","010","007","22087010007",1,3,8,2,3,10,3,"BĐR27",2,1,NA,2,1,"",2,NA,1,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14262","54","558","22087","010","012","22087010012",1,3,10,5,3,11,3,"MT10",3,2,NA,2,1,"",2,NA,2,3,2,2,1,2,"",NA,3,"",NA,2,1,2,2,2,2,4
"14263","54","558","22087","010","013","22087010013",1,3,8,3,3,10,3,"MT10",1,1,NA,2,1,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,4
"14264","54","558","22087","010","014","22087010014",1,3,9,4,3,10,3,"MT10",1,1,NA,1,1,"",2,NA,1,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,4
"14265","54","558","22087","010","015","22087010015",1,3,9,3,3,10,3,"BĐR27",1,1,NA,2,1,"",2,NA,1,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4
"14266","54","558","22105","004","002","22105004002",1,3,10,5,3,15.5,1,"MT10",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14267","54","558","22105","004","004","22105004004",1,3,12.5,5,3,15,2,"MT10",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14268","54","558","22105","004","005","22105004005",1,3,4.5,3,3,7,1,"MT10",3,1,NA,3,1,"",2,NA,3,2,1,1,2,2,"",2,2,"",NA,3,2,1,1,1,2,4
"14269","54","558","22105","004","007","22105004007",1,3,12.5,5,3,15,1,"Đài Thơm 8",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",2,2,"",NA,3,2,1,1,1,2,4
"14270","54","558","22105","004","008","22105004008",1,3,13.5,5,3,15.6,1,"Đài Thơm 8",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",2,2,"",NA,3,2,1,1,1,2,4
"14271","54","558","22105","004","011","22105004011",1,4,12,7,3,15,1,"Đài Thơm 8",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14272","54","558","22105","004","012","22105004012",1,3,10,3,3,13,1,"Đài Thơm 8",3,1,NA,3,1,"",2,NA,3,2,1,1,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14273","54","558","22105","004","013","22105004013",1,3,10,99,NA,NA,1,"MT10",3,1,NA,2,1,"",2,NA,2,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14274","54","558","22105","004","014","22105004014",1,3,16.5,99,NA,NA,1,"MT10",2,0,2,2,1,"",2,NA,2,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14275","54","558","22105","004","015","22105004015",1,3,9,3,3,12.5,1,"MT10",5,3,NA,3,1,"",2,NA,3,2,1,2,2,2,"",3,2,"",NA,3,2,1,1,1,2,4
"14276","54","561","22219","007","004","22219007004",1,4,15,10,4,20,2,"MT10",2,1,NA,2,1,"",2,NA,2,3,1,1,2,2,"",5,2,"",NA,2,2,1,2,1,1,4
"14277","54","561","22219","007","010","22219007010",1,4,15,10,4,18,3,"MT10",2,1,NA,3,1,"",2,NA,2,3,1,1,2,2,"",5,2,"",NA,1,2,1,1,1,1,4
"14278","54","561","22219","007","011","22219007011",1,4,16,10,4,20,2,"MT10",2,1,NA,3,1,"",2,NA,2,3,1,1,2,2,"",7,2,"",NA,1,2,1,1,1,1,4
"14279","54","561","22219","007","012","22219007012",1,4,16,10,4,20,3,"TH3-3",2,1,NA,3,1,"",2,NA,2,3,1,1,2,2,"",5,2,"",NA,2,2,1,1,1,1,4
"14280","54","561","22219","007","013","22219007013",1,4,16,10,4,20,2,"MT10",2,1,NA,3,1,"",2,NA,2,3,1,1,2,2,"",8,2,"",NA,2,2,1,1,1,1,4
"14281","54","561","22219","007","014","22219007014",1,4,15,10,4,20,3,"QN9",2,1,NA,2,1,"",2,NA,2,3,1,1,2,2,"",10,2,"",NA,2,2,1,1,1,1,4
"14282","54","564","22258","022","002","22258022002",1,3,14,15,3,14,2,"giống đà nẵng",2,2,NA,3,1,"",99,NA,0,3,1,2,2,2,"",15,2,"",NA,2,2,2,2,2,2,4
"14283","54","564","22258","022","003","22258022003",1,3,12,20,NA,NA,2,"giống đà nẵng",2,2,NA,3,1,"",2,NA,0,3,1,2,2,2,"",20,2,"",NA,2,2,2,2,2,2,4
"14284","54","564","22258","022","015","22258022015",1,3,12,20,NA,NA,3,"Đà Nẵng",1,1,NA,3,1,"",2,NA,0,2,1,2,2,2,"",7,2,"",NA,1,2,2,2,2,2,4
"14285","54","562","22270","016","001","22270016001",1,3,9,1,3,10,2,"om2695_2",3,1,NA,3,1,"",2,NA,0,3,1,1,2,2,"",10,2,"",NA,3,2,2,2,2,2,4
"14286","54","562","22270","016","002","22270016002",1,3,10,3,3,12,99,"OM2695_2",3,1,NA,3,1,"",2,NA,0,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14287","54","562","22270","016","004","22270016004",1,3,9,2,3,9,2,"QN9",3,1,NA,3,1,"",2,NA,0,3,1,2,2,2,"",11,2,"",NA,2,2,2,2,2,2,4
"14288","54","562","22270","016","005","22270016005",1,3,9,4,3,10,3,"OM2695_2",3,1,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14289","54","562","22276","014","004","22276014004",1,3,10,2,3,10,2,"ml213",2,2,NA,3,1,"",1,NA,1,3,1,2,2,2,"",4,2,"",NA,2,4,1,1,1,1,4
"14290","54","562","22276","014","007","22276014007",1,3,10,1,3,10,2,"OM",3,1,NA,3,1,"",2,NA,2,2,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14291","54","562","22276","014","012","22276014012",1,3,12,5,3,12,3,"Py2",2,2,NA,3,1,"",2,NA,3,3,1,1,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14292","54","562","22276","014","013","22276014013",1,3,11,2,3,13,3,"OM",3,1,NA,3,1,"",2,NA,2,3,1,1,2,2,"",10,2,"",NA,2,2,2,2,2,2,4
"14293","54","563","22321","001","001","22321001001",1,3,10,2,3,11,3,"py10",4,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14294","54","563","22321","001","002","22321001002",1,3,10,1,3,10,3,"py",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14295","54","563","22321","001","003","22321001003",1,3,10,1,3,10,3,"py",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14296","54","563","22321","001","004","22321001004",1,3,11,2,3,12,3,"py",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4
"14297","54","563","22321","001","008","22321001008",1,3,10,99,NA,NA,3,"dv108",3,3,NA,4,1,"",2,NA,0,3,1,2,2,2,"",6,2,"",NA,2,1,2,2,2,2,4
"14298","54","563","22321","001","009","22321001009",1,3,8,10,3,10,3,"dv108",3,3,NA,4,1,"",2,NA,0,3,1,2,2,2,"",6,2,"",NA,2,1,2,2,2,2,4
"14299","54","563","22321","001","010","22321001010",1,3,8,4,3,10,3,"BD258",4,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,99,99,2,99,4
"14300","54","563","22321","001","011","22321001011",1,3,8,99,NA,NA,3,"ĐV108",4,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,99,99,2,99,4
"14301","54","563","22321","001","012","22321001012",1,3,8,4,3,12,3,"ĐV108",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,99,99,2,99,4
"14302","54","563","22321","001","017","22321001017",1,3,8,5,3,12,3,"ĐV108",4,1,NA,3,1,"",2,NA,2,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,99,4
"14303","56","572","22570","008","003","22570008003",1,3,10,4,3,12,3,"ML202",4,3,NA,3,1,"",2,NA,0,3,1,1,2,2,"",5,8,"",NA,1,1,99,99,99,99,4
"14304","56","572","22570","008","004","22570008004",1,3,10,6,3,13,3,"ML202",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",7,2,"",NA,2,1,99,99,99,99,4
"14305","56","572","22570","008","006","22570008006",1,3,12,99,NA,NA,3,"ML48",3,2,NA,2,1,"",99,NA,1,2,1,2,2,2,"",10,8,"",NA,1,4,99,2,2,2,4
"14306","56","572","22570","008","007","22570008007",1,3,12,5,3,12,3,"ML48",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",10,8,"",NA,1,4,99,1,1,1,4
"14307","56","572","22570","008","009","22570008009",1,3,12,5,3,12,3,"ML48",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",10,8,"",NA,1,4,1,1,1,1,4
"14308","56","572","22570","008","011","22570008011",1,3,12,8,3,12,3,"ML202",4,3,NA,3,1,"",2,NA,1,3,1,2,2,2,"",4,8,"",NA,1,1,2,2,2,2,4
"14309","56","572","22570","008","012","22570008012",1,3,10,3,3,12,3,"ML48",4,3,NA,3,1,"",2,NA,1,3,1,2,2,2,"",5,2,"",NA,2,1,99,99,2,2,4
"14310","56","572","22570","008","013","22570008013",1,3,10,5,3,12,3,"ML202",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",8,2,"",NA,2,1,99,99,99,99,4
"14311","56","572","22600","001","002","22600001002",1,3,12,5,3,14,3,"ML202",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",5,2,"",NA,2,1,99,99,99,99,4
"14312","56","572","22600","001","003","22600001003",1,3,12,4,3,14,3,"ML48",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",5,2,"",NA,2,1,99,99,99,99,4
"14313","56","572","22600","001","006","22600001006",1,3,12,5,3,13,3,"ML48",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",5,2,"",NA,2,1,99,99,99,99,4
"14314","56","572","22600","001","011","22600001011",1,3,12,3,3,14,2,"ML48",4,3,NA,3,1,"",2,NA,1,3,1,1,2,2,"",5,2,"",NA,2,1,99,99,99,99,4
"14315","56","572","22600","001","012","22600001012",1,3,12,99,NA,NA,3,"ML202",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",10,8,"",NA,1,4,2,2,2,2,4
"14316","56","572","22600","001","013","22600001013",1,3,12,4,3,14,3,"ML202",4,3,NA,3,1,"",2,NA,1,3,1,2,2,2,"",4,2,"",NA,2,1,99,99,99,99,4
"14317","56","572","22600","001","015","22600001015",1,3,12,10,3,12,3,"ML48",3,2,NA,3,1,"",1,NA,1,2,1,2,2,2,"",10,8,"",NA,1,4,1,1,1,1,4
"14318","56","572","22603","001","001","22603001001",1,3,12,12,3,13,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,1,2,4
"14319","56","572","22603","001","002","22603001002",1,3,12,20,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,1,2,4
"14320","56","572","22603","001","003","22603001003",1,3,12,20,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,2,"",NA,2,2,2,2,1,2,4
"14321","56","572","22603","001","005","22603001005",1,3,12,99,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",15,8,"",NA,1,1,2,2,1,2,4
"14322","56","572","22603","001","006","22603001006",1,3,12,20,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",12,8,"",NA,1,1,1,2,1,2,4
"14323","56","572","22603","001","007","22603001007",1,3,12,99,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,1,2,4
"14324","56","572","22603","001","008","22603001008",1,3,12,15,3,13,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,2,"",NA,2,2,2,2,1,2,4
"14325","56","572","22603","001","009","22603001009",1,3,12,20,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,1,2,4
"14326","56","572","22603","001","011","22603001011",1,3,12,12,3,13,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,2,2,4
"14327","56","572","22603","001","012","22603001012",1,3,12,20,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,2,2,4
"14328","56","572","22603","001","013","22603001013",1,3,12,4,3,13,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",4,8,"",NA,1,1,1,2,1,2,4
"14329","56","572","22603","001","014","22603001014",1,3,12,99,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,2,2,1,2,4
"14330","56","572","22603","001","015","22603001015",1,3,12,22,NA,NA,3,"ML48",3,2,NA,3,1,"",2,NA,0,2,1,2,2,2,"",12,8,"",NA,1,1,1,2,1,2,4
"14331","56","574","22666","001","002","22666001002",1,3,8,2,3,10,3,"ĐÀI THƠM 8",4,2,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,99,99,99,99,4
"14332","56","574","22666","001","007","22666001007",1,3,8,2,3,43,3,"TH41",4,2,NA,3,1,"",2,NA,0,3,2,1,2,2,"",3,2,"",NA,2,1,2,99,2,1,4
"14333","56","574","22666","001","010","22666001010",1,3,10,99,NA,NA,3,"ML202",4,2,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,99,99,99,99,4
"14334","56","574","22666","001","014","22666001014",1,3,8,99,NA,NA,3,"ML202",3,1,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,2,2,99,99,99,99,4
